author,dll_author_id
"Arnold de Saint-Emmeran, 1000?-1050?",A4729
Arnold Drakenborch Nederlands historicus (1684-1748),A6048
Arnold fra Lübeck,A4373
Arnold Gheyloven,A4002
Arnold Hug,A3512
"Arnold Lübeck, Abt 1150-1211",A4373
Arnold of Lubeck,A4373
Arnold von Lübeck,A4373
Arnold von Lübeck (1177-1212),A4373
Arnold von Lübeck Chronist und Verfasser der Chronica Slavorum,A4373
Arnold von St. Emmeram (1000?-1050?).,A4729
"Arnold, of Lübeck, -1212",A4373
"Arnold, of Lübeck, -1212",A4373
"Arnold, of Lübeck, d. 1212",A4373
"Arnold, von Lübeck, -ca. 1211/14",A4373
"Arnold, von St. Emmeram",A4729
"Arnold, von St. Emmeram, Regensburg, active 11th century",A4729
"Arnold, von St. Emmeram, Regensburg, activité 11e siècle",A4729
Arnoldus,A5476
Arnoldus Bonaevallensis ( -1156).,A4021
Arnoldus ca1100-1156 Bonaevallis,A4021
Arnoldus de Villa Nova,A5476
Arnoldus de Villa Nova 1235-1312,A5476
"Arnoldus de Villa Nova, ca 1240-1311",A5476
Arnoldus Emmeramensis,A4729
Arnoldus Emmeramensis ca. 1000-ca. 1050,A4729
"Arnoldus Leodiensis, ca 1276-ca 1309",A4029
Arnoldus Lubecensis,A4373
Arnoldus Lubecensis ( -1212).,A4373
"Arnoldus Lubecensis, m. 1212",A4373
"Arnoldus, Bonaevallis, ca. 1100-1156",A4021
"Arnoldus, Lubecensis",A4373
"Arnoldus, Lubecensis, -1211",A4373
"Arnoldus, of Liège, active 14th century",A4029
Arnolfo di Milano,A5361
Arnolfus Lexoviensis (11..-1184).,A5355
Arnoul de Lisieux,A5355
Arnoul de Lisieux prélat catholique,A5355
"Arnoul de Lisieux, 11..-1184",A5355
"Arnoul I, 0964?-1003, évêque d'Orléans",A5367
"Arntzen, Johannes 1702-1759",A6054
"Arntzenius, Joannes, 1702-1759",A6054
"Arntzenius, Joannis, 1702-1759",A6054
"Arntzenius, Johannes",A6054
Arnulf approximately 900-965 Count of Flanders I,A4039
"Arnulf av Lisieux, d. 1184",A5355
Arnulf I (hrabia Flandrii ; ca 900-965),A4039
"Arnulf I de Grote, graaf van Vlaanderen, ca. 900-965",A4039
Arnulf of Lisieux,A5355
Arnulf of Milan,A5361
Arnulf of Orléans,A5367
"Arnulf, de Milan",A5361
"Arnulf, of Liège",A4029
"Arnulf, of Lisieux",A5355
"Arnulf, of Lisieux, -1184",A5355
"Arnulf, of Lisieux, d. 1184",A5355
"Arnulf, of Milan",A5361
"Arnulf, of Milan, approximately 1000-approximately 1077",A5361
"Arnulf, of Milano",A5361
"Arnulfe de Milan, 10..-1080?",A5361
"Arnulfo, d'Orleans",A5367
Arnulfus 1040-1124 Roffensis,A4012
Arnulfus Flandriae,A4039
"Arnulfus I. Vlaanderen, Graaf 873-965",A4039
Arnulfus Lexoviensis,A5355
Arnulfus Lexoviensis (11..-1184),A5355
Arnulfus Lexoviensis 1105-1184,A5355
Arnulfus Mediolanensis (ok. 1000-ok. 1077),A5361
Arnulfus Mediolanensis 1000-1077,A5361
"Arnulfus Mediolanensis, m. c. 1077",A5361
Arnulfus Roffensis,A4012
Arnulfus Roffensis 1040-1124,A4012
"Arnulfus, Aurelianensis",A5367
"Arnulfus, Lexoviensis, -1184",A5355
"Arnulfus, Mediolanensis, ca. 1000-ca. 1077",A5361
"Arnulfus, vesc. di Lisieux, c. 1105-c. 1184",A5355
Arnulphus (około 1000-około 1077).,A5361
"Arrianus, Flavius",A4508
Arrigo da Settimello,A5136
"Arrigo, da Settimello",A5136
"Arrigo, da Settimello, active 12th century",A5136
"Arrol, Robert N. 1939-",A6148
"Arruntius, L. (Lucius)",A4641
"Arruntius, L. (Lucius) fl. 43-17 B.C",A4641
"Arruntius, L. (Lucius), active 43 B.C.-17 B.C.",A4641
"Arruntius, L. (Lucius), fl. 43-17 B.C.",A4641
"Arruntius, Lucius v22",A4641
"Arsilli, Francesco, c. 1475-c. 1541",A4105
Arthur Johnston,A3943
Arthur Johnstoun,A3943
Arthur Rimbaud,A4742
Arthur Rimbaud poète français,A4742
Arthurus Rimbaud,A4742
Arturus Jonstonus,A3943
"Arulenus Rusticus senator Romanus, philosophus",A3090
Arusianus Messius,A4540
Arusianus Messius 4./5. Jh.,A4540
"Arusianus Messius,  03..- 04..?, grammairien",A4540
"Arusianus Messius, 300-talet",A4540
"Arusianus Messius, active 4th century",A4540
"Arusianus Messius, sec. IV",A4540
"Arusianus, Messius",A4540
Arystoteles (384-322 p.n.e.),A3548
"Asconi Pedià, Quint, 9 aC-75 dC",A4670
"Asconio Pediano, Quinto, 9 a.C.-76",A4670
"Asconius Pedianus, Quintus",A4670
"Asconius Pedianus, Quintus (9 p.n.e.-76).",A4670
"Asconius Pedianus, Quintus (9 π.Χ. - 79 μ.Χ.)",A4670
"Asconius Pedianus, Quintus apie 9 pr. Kr.-76 po Kr.",A4670
"Asconius Pedianus, Quintus v9-76",A4670
"Asconius Pedianus, Quintus, 0009 av. J.-C.?-0076?",A4670
"Asconius Pedianus, Quintus, 9 a.C.-76",A4670
"Asconius Pedianus, Quintus, 9 av. J.-C-76",A4670
"Asconius Pedianus, Quintus, 9 av. J.-C.-76 ap. J.-C.",A4670
"Asconius Pedianus, Quintus, 9 B. C.-76 A.D.",A4670
"Asconius Pedianus, Quintus, 9 B.C.-76 A.D.",A4670
"Asconius Pedianus, Quintus, 9 f.Kr.-76 e.Kr.",A4670
"Asconius Pedianus, Quintus, 9 př. Kr.-76 po Kr.",A4670
"Asconius Pedianus, Quintus, Romeins grammaticus en historicus, ca. 9 v. Chr.-ca. 80 na Chr.",A4670
"Asconius Pedianus, Quintus.",A4670
"Asellio, Sempronius",A4677
"Asellio, Sempronius fl. 150-91 B.C",A4677
"Asellio, Sempronius v2./1. Jh.",A4677
"Asellio, Sempronius, active 150 B.C.-91 B.C.",A4677
"Asellio, Sempronius, fl. 150-91 B.C.",A4677
"Asinius Gallus, C.",A3566
"Asinius Pollio, Caius (C.), 76 v. Chr.-5 na Chr.",A4581
"Asinius Pollio, Gaius",A4581
"Asinius Pollion, C., 0076 av. J.C.-0004",A4581
Askoniusz Pedianus (9 p.n.e.-76),A4670
Asmonius,A4514
"Asmonius, Aelius Festus",A4514
"Asolano, Francisco, -1546",A3433
"Asper, Aemilius",A3721
"Asper, Aemilius (1..?-1..?).",A3721
"Asper, Aemilius, 00..-01.., grammairien",A3721
"Asper, Aemilius, 2e eeuw",A3721
Asser,A5500
Asser 08..?-0909,A5500
Asser esgob ac ysgolhaig,A5500
"Asser, -ca. 909",A5500
"Asser, 08..?-0909, évêque de Sherborne",A5500
"Asser, Bishop of Sherborne",A5500
"Asser, Joannes Menevius biskop av Sherburn",A5500
"Asser, Johannes",A5500
"Asser, Johannes ca. -909/910",A5500
"Asser, John (8..-909).",A5500
"Asser, John, -909",A5500
"Asser, John, d. 909",A5500
"Asser, vesc. di Sherborne, m. 909",A5500
Asserius,A5500
Asserius : Scireburnensis,A5500
"Asserius (Asser, John, -909)",A5500
Asterius Ansedunensis,A4520
Asterius Ansedunensis 04..-05..,A4520
Asterius Ansedunensis ca. 5. Jh.,A4520
"Asterius, Ansedunensis",A4520
"Asterius, Episcopus Ansedunensis",A4520
"Asterius, Turcius Rufius Apronianus fl. 400-tallet e.Kr.",A4778
"Asterius, Turcius Rufius Apronianus, 04..?-04..",A4778
"Asterius, Turcius Rufus",A4778
Astronome,A4982
"Astronome, L'",A4982
"Astronome, L' (?-8..)",A4982
"Astronome, L', 08..-08..",A4982
Astronomus 9e E. bisschop van Trier,A4982
Astronomus ca. 1. Hälfte 9. Jh.,A4982
"Astronomus, active 814-840",A4982
"Astronomus, bisschop van Trier, 9e eeuw",A4982
"Astronomus, činný 9. století",A4982
"Astruc, Jean",A5648
"Astruc, Jean, 1684-1766",A5648
"Astruc, Jean, 1684-1766.",A5648
"Astruc, John, 1684-1766",A5648
"Asulanus, Franciscus",A3433
"Asulanus, Franciscus, d. 1546",A3433
"Asulanus, Franciscus, m. 1546.",A3433
"Atanasio, Santo, Obispo de Alejandría",A5507
Atanazy Wielki (święty ; ok. 295-373),A5507
Atanazy Wielki (święty ; około 295-373).,A5507
"Ateius Capito, C. -22",A3568
"Ateius Capito, Caius",A3568
"Ateius Capito, Caius, sec. I",A3568
"Ateius Capito, Gaius",A3568
"Ateius Capito, Gaius -22",A3568
"Ateius Capito, Gaius apie 30 pr.Kr.-22",A3568
"Ateius Capito, Gaius, ....-0022",A3568
Ateius Praetextatus L. (Lucius),A4687
"Ateius Praetextatus, L.",A4687
"Ateius Praetextatus, L. (Lucius), active 86 B.C.-29 B.C.",A4687
"Ateius Praetextatus, L. active 86 B.C.-29 B.C.",A4687
"Ateius Praetextatus, L.(Lucius), 86-29 B.C.",A4687
"Ateius Praetextatus, Lucius v1. Jh.",A4687
Athanase d'Alexandrie,A5507
"Athanase saint, patriarche d'Alexandrie",A5507
"Athanase, 0295?-0373, saint",A5507
"Athanase, saint, patriarche d'Alexandrie, -373",A5507
Athanasios 295c-373,A5507
"Athanasios, helgon, patriark av Alexandria, ca 295-373",A5507
Athanasius : Alexandrinus,A5507
Athanasius Alexandrinus,A5507
"Athanasius Alexandrinus, Heiliger 295-373",A5507
"Athanasius Helgen, erkebiskop av Alexandria",A5507
"Athanasius Magnus Alexandrinus,  svetnik,  ok. 295-373",A5507
Athanasius of Alexandria,A5507
"Athanasius of Alexandria, Saint",A5507
"Athanasius, Alexandrinus, ca. 296-373",A5507
"Athanasius, Alexandrinus, saint",A5507
"Athanasius, Magnus, -373",A5507
"Athanasius, Saint, Patriarch of Alexandria",A5507
"Athanasius, sanctus",A5507
"Athanasius, svatý, asi 295-373",A5507
"Ático, Tito Pompônio.",A3381
Atilius Fortunatianus 05..-05. poète,A5570
"Atilius Fortunatianus, 4th cent",A4658
"Atilius Fortunatianus, active 4th century",A4658
Atilius v2. Jh.,A4658
"Atkinson, J. C. (John Christopher)",A3393
"Atkinson, John Christopher, 1814-1900",A3393
"Atta, Titus Quinctius (T. Quinctius), -77 B.C.",A4667
"Atta, Titus Quinctius d. 77 B.C",A4667
"Atta, Titus Quinctius, -77 B.C.",A4667
"Atta, Titus Quinctius, -77 př. Kr.",A4667
"Atta, Titus Quinctius, 01..-0077 av. J.-C.",A4667
"Atta, Titus Quinctius, d. 77 B.C.",A4667
"Atta, Titus Quinctius, m. 77 a.C.",A4667
"Atta,Titus Quinctius ( -77 p.n.e.).",A4667
"Atticus, T. Pomponius, 109-32 v. Chr.",A3381
"Atticus, Titus Pomponius (109-32 p.n.e.).",A3381
"Atticus, Titus Pomponius 109-32 pr. Kr.",A3381
"Atticus, Titus Pomponius v110-v32",A3381
"Atticus, Titus Pomponius, 0109-0032 av. J.-C.",A3381
"Atticus, Titus Pomponius, 109 př. Kr.-32 př. Kr.",A3381
"Atticus, Titus Pomponius, 109-32 av. J.-C.",A3381
"Atticus, Titus Pomponius, 109–32 f.Kr.",A3381
"Atticus, Titus Pomponius, 110-32 e.Kr.",A3381
Atto (biskup Vercelli ; 924-961).,A5351
Atto 924-961 Bishop of Vercelli,A5351
Atto of Vercelli,A5351
Atto Vercellensis,A5351
"Atto, Bishop of Vercelli",A5351
"Atto, vesc. di Vercelli, 924-961",A5351
Attyk (109-32 p.n.e.),A3381
Aubert de Cambrai,A5366
"Aubert de Cambrai, 0600?-0670?, saint",A5366
"Aubert de Cambrai, ca. 600-ca. 669",A5366
Aubert of Cambrai,A5366
"Aubert, Saint, Bishop of Arras-Cambrai",A5366
Audax Grammaticus 5./6. Jht.,A4530
"Audax, 04..?-04..?, grammairien",A4530
Audoen (święty ; około 609-683).,A5385
Audoenus Rouen,A5385
"Audoenus Rouen, Bischof, Heiliger 609-683",A5385
Audradus Senonensis,A5370
Audradus Senonensis -853,A5370
"Audradus, of Sens",A5370
Aufidius 1. Jh Bassus,A3684
Aufidius Bassus 1. Jh.,A3684
Aufidius Bassus fl. 1st cent. A.D,A3684
Aufidius Bassus fl. 1st cent. A.D.,A3684
Aufidius Namusa,A3637
Aufustius Grammaticus v1. Jh.,A3674
"Aufustius, 1st cent. B.C.",A3674
"Augurelli, Giovanni Aurelio, 1456-1524",A2964
"Augurelli, Giovanni Aurelio, approximately 1456-1524?",A2964
"Augurelli, Giovanni Aurelio, asi 1456-1524",A2964
"Augurello, Giovanni Aurelio 1456-1524",A2964
"Augurinus, Sentius 105",A3625
August (cesarz rzymski ; 63 p.n.e.-14).,A5195
August Brinkmann,A3255
August Meineke,A3492
August Nauck deutscher Klassischer Philologe,A6256
August Rossbach,A3422
"August von Rode deutscher Schriftsteller, Beamter und Politiker",A6068
August Wilhelm Ernesti deutscher Altphilologe,A5954
August Wilhelm Zumpt deutscher Epigraphiker und Altphilologe,A6105
"August, emperador de Roma, 63 aC-14 dC",A5195
Auguste Marie Joseph Jean Léon Jaurès,A4129
Auguste Pelzer,A3310
Auguste Wagener,A6114
"Auguste, 0063 av. J.-C.-0014, empereur romain",A5195
"Auguste, empereur romain, 63 av. J.-C.-14 apr. J.-C.",A5195
Augustin de Dacie 12..-1285,A4246
"Augustin helgen, biskop av Hippo 354-430",A5497
Augustin Tünger,A4718
"Augustin, 0354-0430, saint",A5497
"Augustin, Aurelije, sveti",A5497
"Augustin, saint, 354-430",A5497
"Augustin, saint, auteur prétendu",A4539
"Augustin, saint, évêque d'Hippone, 354-430",A5497
"Augustín, svätý, 354-430",A5497
"Augustine of Hippo, Saint",A5497
Augustine of Ireland,A5568
"Augustine Saint, Bishop of Hippo 354-430",A5497
Augustine Άγιος Επίσκοπος Ιππώνος  (354-430),A5497
"Augustine, 354-430",A5497
"Augustine, of Hippo, Saint, 354-430",A5497
"Augustine, of Ireland",A5568
"Augustine, Saint (Roman bishop, theologian, 354-430 )",A5497
"Augustine, Saint, Archbishop of Canterbury",A5364
"Augustine, Saint, Archbishop of Canterbury, d. 604?",A5364
"Augustine, Saint, Bishop of Hippo",A5497
"Augustīns, Svētais, Hiponas bīskaps, 354-430",A5497
Augustinus 354–430 šventasis Hipono vyskupas,A5497
Augustinus Cantuariensis,A5364
Augustinus de Dacia m. 1285 O.P.,A4246
"Augustinus de Dacia, 1200-talet",A4246
"Augustinus de Dacia, O.P., m. 1285",A4246
Augustinus Hibernicus,A5568
Augustinus Hibernicus 7e s.,A5568
Augustinus Hibernicus ca. um 665,A5568
Augustinus Hipponensis,A5497
Augustinus Niphus,A3881
Augustinus Patricius 1436-1496,A5504
Augustinus Patricius Piccolomineus,A5504
Augustinus Piccolomineus episcopus Italicus,A5504
Augustinus Picolomineus,A5504
Augustinus Tünger,A4718
"Augustinus,  svetnik,  354-430",A5497
"Augustinus, Aurelius",A5497
"Augustinus, Aurelius  <santo>",A5497
"Augustinus, Aurelius Heiliger 354-430",A5497
"Augustinus, Aurelius, 354-430.",A5497
"Augustinus, Aurelius, helgon, 354-430",A5497
"Augustinus, Aurelius, s., vesc. d'Ippona, 354-430",A5497
"Augustinus, Dati, 1420-1478",A4038
"Augustinus, Pseudo-",A4539
"Augustinus, s., vesc. d'Ippona, 354-430",A5497
"Augustinus, saint, 354-430",A5497
"Augusto, Emperador de Roma",A5195
"Augusto, Emperador de Roma, 63 a.C. - 14 d.C.",A5195
"Augusto, Imperador de Roma, 63 A.C.-14 D.C.",A5195
"Augusts, Romas imperators, 63 p.m.ē.-14 m.ē.",A5195
Augustus 63 pr.Kr.-14 po Kr. Romos imperatorius,A5195
Augustus Caesar romersk keiser 63 f.Kr.-14 e.Kr.,A5195
Augustus Empereur romain,A5195
Augustus Guillielmus Ernesti,A5954
Augustus Imperator Caesar (63π.Χ.-14μ.Χ.),A5195
Augustus Reifferscheidius,A5971
"Augustus Römisches Reich, Kaiser v63-14",A5195
Augustus император римский 63 до н.э.- 14 н.э.,A5195
"Augustus, 63B. C. -A. D. 14, ローマ皇帝",A5195
"Augustus, C. Julius Caesar Octavianus, Romeins keizer, 63 v. Chr.-14 na Chr.",A5195
"Augustus, Emperor of Rome (Roman emperor, 63 BCE-14 CE)",A5195
"Augustus, Gaius Iulius Caesar Octavianus",A5195
"Augustus, Gaius Iulius Caesar Octavianus, imperatore romano, 63 a.C.-14 d.C.",A5195
"Augustus, Gaius Octavius",A5195
"Augustus, Imperator Caesar",A5195
"Augustus, imperatore romano, 63 a.C.-14 d.C.",A5195
"Augustus, římský císař, 63 př. Kr.-14 po Kr.",A5195
"Augustus, romersk kejsare, 63 f.Kr.-14 e.Kr.",A5195
"Augustus, Rooma keiser, 63 e.Kr.-14 p.Kr.",A5195
Augustyn (święty ; 354-430).,A5497
"Aulu-Gelle, 0123?-0180?",A5356
"Aulu-Gelle, 123?-180?",A5356
Aulus Cornelius Celsus,A5349
Aulus Hircjusz (90-43 p.n.e.),A4622
Aulus Sabinus,A4237
Aunarius Altissiodorensis,A5362
Aunarius Altissiodorensis episcopus Autissiodorensis,A5362
"Aunarius, Saint, of Auxerre",A5362
"Aungerville, Richard, 1281-1345",A4650
"Aurea Capra, Simon",A4944
"Aurelià Festiu llibert de l'emperador Luci Domici Aurelià, que va escriure una història sobre l'emperador usurpador Firm (+ 375) en la que dóna molts detalls de les extravagàncies de l'usurpador durant el seu període govern",A5684
"Aurelianensis, Arnulfi",A5367
Aurelianus Arelatensis,A5501
Aurelianus Festivus,A5684
Aurelianus Festivus ca. ca. 3. Jh.,A5684
Aurelianus Festivus ca. ca. 3rd century,A5684
Aurelianus of Arles,A5501
Aurelianus Reomensis,A5495
Aurelianus Reomensis -850,A5495
"Aurelianus, Arelatensis, 523-551",A5501
"Aurelianus, Caelius",A5373
"Aurelianus, Caelius, činný 5. století",A5373
"Aurelianus, Caelius, fl. 4--",A5373
"Aurelianus, of Arles",A5501
"Aurelianus, Reomensis",A5495
Aurélien de Réomé,A5495
Aurélien de Réomé (czynny ok. 840-ok. 850),A5495
Aurélien de Réomé moine bénédictin,A5495
"Aurélien de Réomé, 07..-....",A5495
Aurélien de Réomé.,A5495
Aurélien saint,A5501
"Aurélien, 008.-0089?, saint",A5501
Aurelio Brandolini,A4054
"Aurélio, Marco, 121-180",A4322
Aurelius Ambrosius,A5347
"Aurelius Antoninus, M. император римский Marcus 121-180",A4322
"Aurelius Antoninus, Marcus",A4322
"Aurelius Antoninus, Marcus, imperatore romano, 121-180",A4322
"Aurelius Antoninus, Marcus, imperatore romano, 188-217",A5586
Aurelius Brandolinus,A4054
Aurelius Carthaginensis,A5353
Aurelius of Carthage,A5353
Aurelius Opillus v2./1. Jh.,A4583
Aurelius Romulus lyricus,A3048
"Aurelius Sextus, Victor",A4936
"Aurelius Verus, Lucius, imperatore romano, 130-169",A2891
Aurelius Victor 03..-03..,A4936
"Aurelius Victor, 03..-03.., historien",A4936
"Aurelius Victor, 4e siècle",A4936
"Aurelius Victor, S. 320-390 Sextus",A4936
"Aurelius Victor, Sextus apie 320-apie 390",A4936
"Aurelius Victor, Sextus, 2e helft 4e eeuw",A4936
"Aurelius Victor, Sextus, 320-390",A4936
"Aurelius Victor, Sextus, činný 4. století",A4936
"Aurelius Victor, Sextus, sec. IV",A4936
"Aurelius, Marcus, imperatore romano, 121-180",A4322
"Aurelius, Saint, of Carthage",A5353
Aureliusz Prudencjusz Klemens (348-ok. 405),A4609
Aureolus Theophrastus Paracelsus,A3665
"Aureolus Theophrastus Paracelsus, 1493-1541",A3665
"Aurispa, Giovanni",A2963
"Aurispa, Giovanni 1376-1459",A2963
"Aurispa, Giovanni, 1369-1459",A2963
"Aurispa, Giovanni, ca. 1375-1459",A2963
"Aurunculeius Cotta, Lucius gest. 53 v. Chr",A3141
"Aurunculeius Cotta, Lucius gest. 53 v. Chr.",A3141
"Ausone, 0310?-0395?",A5314
"Ausoni, Dècim Magne, aproximadament 310-aproximadament 395",A5314
Ausônio.,A5314
"Ausonius, D. M. поэт ок.310-ок.394 Decimus Magnus",A5314
"Ausonius, Decimus Magnus (około 310-około 395).",A5314
"Ausonius, Decimus Magnus 310-395",A5314
"Ausonius, Decimus Magnus ca. 310-ca. 395 Burdigalensis",A5314
"Ausonius, Decimus Magnus, 309-394",A5314
"Ausonius, Decimus Magnus, 310-393",A5314
"Ausonius, Decimus Magnus, Burdigalensis, ca. 310-ca. 395",A5314
"Ausonius, Decimus Magnus, c. 310-395",A5314
"Ausonius, Decimus Magnus, ca 310-ca 395",A5314
Auspicio de Toul,A5358
Auspicius of Toul,A5358
"Auspicius, Saint, of Toul",A5358
Auspicjusz (święty).,A5358
"Autbert von Cambrai, Bischof, Heiliger 600-669",A5366
Autbertus Cameracensis,A5366
Autbertus Cameracensis episcopus,A5366
"Autbertus Cameracensis, -asi 670",A5366
"Autpert, Ambròs, -784",A4467
"Autpertus, Ambrosius",A4467
"Autpertus, Ambrosius, -784",A4467
"Autpertus, Ambrosius, abbé de San Vicenzo al Volturno",A4467
"Autpertus, Ambrosius, d. 784",A4467
Auzoniusz (ok. 310-ok. 395),A5314
"Avancini, Niccol©ø, S.I., 1611-1686",A4114
"Avancini, Niccolò",A4114
"Avancini, Niccolò, 1611-1686.",A4114
"Avancini, Nicola, 1611-1686",A4114
"Avancini, Nicolaus von",A4114
"Avancini, Nicolaus von, 1611-1686",A4114
"Avancini, Nicolaus von, 1611-1686, jésuite",A4114
"Avancino, Nicolò,  1611-1686",A4114
"Avancinus, Nicolaus S.J.",A4114
"Avancinus, Nicolaus, fl. 1675",A4114
"Avenius, Rufius Festus",A5550
"Aventinus, Ioannes, 1477-1534",A4082
"Aventinus, J. 1477-1534 Joannes",A4082
"Aventinus, Johannes",A4082
"Aventinus, Johannes Turmair, 1477-1534",A4082
"Aventinus, Johannes, 1477-1534",A4082
Averroes,A4447
"Averroes, Abul-Valid Muhamed ibn Ahmed ibn Muhamed ibn Ružd",A4447
"Averróis, 1126-1198.",A4447
"Avià, Flavi",A4508
"Aviano, Flavio",A4508
"Avianus poeta Romanus, fabularum scriptor",A4508
"Avianus, ca 400 e.Kr.",A4508
"Avianus, činný 4. století-5. století",A4508
"Avianus, F. ок.4-5 вв. Flavius",A4508
"Avianus, Flavius",A4508
"Avianus, Flavius ca. 400 e.Kr.",A4508
"Avianus, Flavius, 03..-04..",A4508
"Avianus, Flavius, fabeldichter, 4e eeuw",A4508
Avianus.,A4508
"Avicena, 980-1037",A5701
Avicenna apie 980-1037,A5701
"Avicenne, 0980-1037",A5701
"Avicenne, 980-1037",A5701
"Aviè, Ruf Fest",A5550
"Avienus, R. F. 4 в. Rufius Festus",A5550
"Avienus, Rufius Festus 305-375",A5550
"Avienus, Rufius Festus, 300-talet",A5550
"Avienus, Rufius Festus, činný 4. století",A5550
"Avienus, Rufius Festus, séc. IV.",A5550
"Avienus, Rufius Festus.",A5550
"Avienus, Rufus Festus",A5550
"Avienus, Rufus Festus, 0305?-0375?",A5550
"Avienus, Rufus Festus, Latijns didact. dichter ; proconsul v. Afrika 366, 4e eeuw na Chr.",A5550
Avit (święty ; -518).,A5499
"Avit 450?-518 sant, bisbe de Viena",A5499
"Avit, 0450-0518?, saint",A5499
"Avit, saint, évêque de Vienne",A5499
"Avit, sant, bisbe de Viena, 450?-518",A5499
"Avits, Svētais, Vjēnas bīskaps",A5499
Avitus Gallonius None,A3063
Avitus of Vienne,A5499
Avitus Presbyter,A3131
"Avitus, Alcimus Ecdicius",A5499
"Avitus, Alcimus Ecdicius  <santo>",A5499
"Avitus, Alcimus Ecdicius helgen, biskop av Vienne",A5499
"Avitus, Alcimus Ecdicius, ca. 450-518",A5499
"Avitus, Alcimus Ecdicius, s., vesc. di Vienne, c. 450-518",A5499
"Avitus, Alfius",A3667
Awerroes (1126-1198),A4447
Awicenna (980-1037),A5701
Awienus (ok. 305-ok. 375),A5550
Awit (święty ;‏ ‎ 455-518),A5499
Axel W. Ahlberg,A6295
Aymeric Picaud,A5435
Aynard de Saint-Èvre,A5346
Aynardus,A5346
"Aynardus floruit=10th Century A.D. - 11th Century A.D., P214=265562607, P213=0000 0003 8265 3824, P227=1089613156, P244=no2001033032, P268=cb14418644t",A5346
Aynardus Sancti Apri Tullensis,A5346
"Aynardus Sancti Apri Tullensis, 08..-09.., bénédictin",A5346
Aynardus.,A5346
Azecho,A5352
Azecho évêque catholique,A5352
Azecho Wormaciensis,A5352
Azecho Wormaciensis -1044,A5352
"Azecho, of Worms",A5352
"Azo (Portius), ca. 1150-1220",A4408
Azo 11..-1230?,A4408
Azo Porcius 1150-1230,A4408
Azo Portius,A4408
"Azo, giureconsulto, c. 1150-m. c. 1220",A4408
"Azo, Portius",A4408
"Azo, Portius ( -około 1230).",A4408
"Azo, Portius, -aproximadament 1230",A4408
"Azo, Portius, ?-ca 1220",A4408
"Azo, Portius, 1150-asi 1230",A4408
"Azo, Portius, d. ca. 1230",A4408
Azzo of Bologna,A4408
Azzone,A4408
Azzone m. ca. 1230,A4408
"Baarle, Caspar van, 1584-1648",A4128
"Bach, Nicolaus (1802-1841)",A3262
"Bach, Nicolaus (Johann Nicolaus), 1802-1841",A3262
Bachiarius 400-tallet,A5365
Bachiarius m. 420 monaco,A5365
"Bachiarius, monaco, m. 420",A5365
"Bacho, Joannes, -1346",A3756
"Baco, Iohannes, O.C., c. 1290-c. 1346",A3756
"Baco, Joannes",A3756
"Bacon, F. философ 1561-1626 Francis",A4711
"Bacon, Francis (English statesman, philosopher, 1561-1626)",A4711
"Bacon, Francis f. 1561",A4711
"Bacon, Francis, 1561-1626.",A4711
"Bacon, Francis, filozof",A4711
"Bacon, Joannes, 12-1346",A3756
"Bacon, R. 1214-1292 Roger",A4387
"Bacon, Roger (English philosopher, scientist, and theologian, ca. 1214-ca. 1294)",A4387
"Bacon, Roger 1214-1292",A4387
"Bacon, Roger 1214?-1294",A4387
"Bacon, Roger apie 1220-1292",A4387
"Bacon, Roger, -1294",A4387
"Bacon, Roger, 1214?-1294",A4387
"Bacon, Roger, 1214?-1294.",A4387
"Bacon, Roger, 1220?-1292",A4387
"Bacon, Roger, asi 1214-asi 1294",A4387
"Bacon, Roger, ca 1220-ca 1292",A4387
"Bacon, Roger, ca. 1214-ca. 1294",A4387
"Bacon, Roger, environ 1214-environ 1292",A4387
"Bacon, Roger, O.F.M., c. 1214-1294",A4387
"Bacon, Roger, umbes 1214-umbes 1294.",A4387
"Bacone, Francesco, 1561-1626",A4711
"Baconthorpe, John",A3756
"Baconthorpe, John, -1346",A3756
"Baconthorpe, John, 12...-1346",A3756
"Baconthorpe, John, asi 1290-asi 1348",A3756
"Baconthorpe, John, d. 1346",A3756
"Baconthorpe, John, environ 1290-1346",A3756
"Baconthorpe, John, O.C., c. 1290-1346",A3756
"Baconus, Franciscus, 1561-1626",A4711
"Bado, Joannes de",A3768
Baebius Italicus ca. 1. Jh.,A4629
"Baebius Italicus, 00..-00..?",A4629
"Baebius Italicus, n. 65",A4629
"Baebius Macer, Marcus",A5689
"Baebius Macer, Marcus 1./2. Jh",A5689
"Baebius Macer, Marcus ca. 1./2. Jh.",A5689
"Baebius Macer, Marcus ca. 1st/2nd century",A5689
Bǣda,A5363
"Baeda Venerabilis, s., 673-735",A5363
"Baeda Venerabilis, sanctus",A5363
"Baehr, Johann Christian Felix, 1798-1872",A3352
"Baehrens, Aemilius (Paul Heinrich Emil), 1848-1888",A3557
"Baehrens, Aemilius 1848-1888",A3557
"Baehrens, Emil",A3557
"Baehrens, Emil (1846-1888).",A3557
"Baehrens, Paul Heinrich Emil, 1848-1888",A3557
"Baehrens, W. A. (Willem Adolf), 1885-",A6177
"Baehrens, W. A. (Willem Adolf), b. 1885",A6177
"Baehrens, W.A.",A6177
"Baehrens, Wilhelm Adolf",A6177
"Baehrens, Wilhelm Adolf, 1885-1929",A6177
"Baehrens, Wilhelm, 1885-1929",A6177
