URL,Name,Variants,Latin
https://viaf.org/viaf/105146462693227772099/,Hymn to Hestia (Homeric hymn 29),Hymn to Hestia (Homeric hymn 29),0
https://viaf.org/viaf/105155222/,"Athanasius Saint, Patriarch of Alexandria d. 373","Athanasius, Saint, Patriarch of Alexandria, -373, Athanasius Alexandrinus, Heiliger 295-373, Athanase, 0295?-0373, saint, Athanasius, Alexandrinus, ca. 296-373, Atanazy Wielki (święty ; około 295-373)., Athanase saint, patriarche d'Alexandrie, Athanasius, Alexandrinus, saint, Athanasius Helgen, erkebiskop av Alexandria, Athanasios, helgon, patriark av Alexandria, ca 295-373, Atanasio, Santo, Obispo de Alejandría, Ἀθανάσιος, Atanazy Wielki (święty ; ok. 295-373), Athanasius Magnus Alexandrinus,  svetnik,  ok. 295-373, أثناسيوس (القديس), Athanasius, Saint, Patriarch of Alexandria, d. 373, Athanase d'Alexandrie, Athanasius, svatý, asi 295-373, Athanasios 295c-373, Athanase, saint, patriarche d'Alexandrie, -373, أثناسيوس،  القديس، بطريرك الإسكندرية،  -373, Athanasius, sanctus, ܐܬܢܣܝܣ ܕܐܠܟܣܢܕܪܝܐ d. 373, Athanasius of Alexandria, Saint, Athanasius : Alexandrinus, Athanasius, Magnus, -373",0
https://viaf.org/viaf/106097488,"Athenagoras, active 2nd century","Athenagoras, Atheniensis, 2e helft 2e eeuw, Athenagoras, active 2nd century, Athenagoras, d'Athènes, Athenagoras Atheniensis (około 133-około 190)., Athenagoras Atheniensis ca. 2. Jh., Ἀθηναγόρας ὀ Ἀθηναῖος, Athenagoras, Athenagoras Atheniensis, sec. II, Atenàgores, actiu segle II, Athenagoras, ca 133-ca 190, Atenagoras z Aten (133-190), Athenagoras, 2nd cent., Афинагор Афинский, 2 век н.э., Athénagoras, činný 2. století, Atenágoras, fl. 1--, Athénagoras, 2e siècle, Athenagoras, séc. 2., Athénagore",0
https://viaf.org/viaf/106144782995760250861/,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.","Seneca, Lucius Annaeus",0
https://viaf.org/viaf/10637157/,"Eudoxus, of Cnidus, ca. 400-ca. 350 B.C.","Εὔδοξος ὁ Κνίδιος, إيودوكسوس من كنيدوس, Eudoxus, of Cnidus, approximately 400 B.C.-approximately 350 B.C., Eudoxus, of Cnidus, ca. 400-ca. 350 B.C., Eudoxe de Cnide 0406?-0355? av. J.-C., Eudoxus Cnidius, c. 400- c. 355 a.C., Eudoxus, Eudoxe, de Cnide, environ 400 av. J.-C.-environ 350 av. J.-C., Eudoxos från Knidos, ca 408-ca 355 f.Kr., Eudoxus, Cnidius",0
https://viaf.org/viaf/10649037,"Ptolemy, III Euergetes, King of Egypt, d. 221 B.C","Ptolemaios III. Ägypten, König v284-v221",0
https://viaf.org/viaf/10660698/,"Firmicus Maternus, Julius.","Firmicus Maternus, Julius, Firmicus Maternus, Julius, 1e helft 4e eeuw, Firmicus Maternus, Iulius (3..-4..?)., Fírmic Matern, Juli, Firmicus Maternus, Iulius, sec. IV, Firmicus Maternus, Iulius, Iulius Firmicus Maternus, Firmicus Maternus, Julius, 300-talet e. Kr., Iulius Firmicus Maternus (ok. 280-ok. 360), Fírmico Materno, Julio, פירמיקוס מטרנוס, Firmicus Maternus, Iulius, činný 4. století",0
https://viaf.org/viaf/106969362/,"Olympiodorus, the Younger, of Alexandria, 6th cent.","Olympiodorus Alexandrinus, Olympiodorus, Olimpiodor z Aleksandrii Młodszy., Ὀλύμπιόδωρος ὁ Νεώτερος, Olympiodorus the Younger (Greek philosopher, writer, active 6th century), Olympiodoro,  5--",0
https://viaf.org/viaf/107036494,"Theophilus, Saint, active 2nd century (Theophilus Antiochenus)","Theophilus Antiochenus episcopus, Theophilus Antiochenus -186, Theophilos, helgon, biskop av Antiochia, 100-talet, Theophilus, s., vesc. di Antiochia, sec. II, Theophilus Antiochenus helgen, biskop av Antiokia, Teofil z Antiochii (święty ; 100-200), Theophilus Antiochenus, Theophile, d'Antioche",0
https://viaf.org/viaf/108159964/,Plato,"Plato, Platón, Platon, 0427?-0348? av. J.-C., Plato v427-v347, Πλάτων, Plato (427-347 p.n.e.)., Plato, 428-348 v. Chr., Plato, ca. 427- ca. 348 av. J.-C., Plato B.C., Platon, 427-347 f.Kr., Platons, 428 vai 427-348 vai 347 p.m.ē., Platon B.C.427-B.C.347, افلاطون، 428-347 قبل الميلاد, אפלטון, 428-347 לפנה""ס, Платон, Platon (427-347 p.n.e.), Platón, 427 př. Kr.-347 př. Kr., Platão, Platão, 428?-347? a.C., أفلاطون، حو. 427- حو. 346 ق.م., Plato (Greek philosopher, 428/427-348/347 BCE), Πλάτων apie 427–347 pr. Kr.",0
https://viaf.org/viaf/108386765/,Plotinus,"Plotinus, Plotin, 0205?-0270, Plotinus (około 204-około 269)., Plotinus 203/6-270, Πλωτῖνος, Plotyn (ok. 204-ok. 269), Plotīns, Plótínos, 205-270, Plotin, Plotino.",0
https://viaf.org/viaf/108675755,"Gregory, of Nazianzus, Saint","Grégoire de Nazianze, 0330?-0390?, saint, Gregory, of Nazianzus, Saint, Gregorius Nazianzenus 329-390, Gregorius, Nazianzenus, 329-389, Grzegorz z Nazjanzu (święty ; około 329-390)., Gregorius, Nazianzenus, saint, Gregorius Nazianzenus, s., c. 330-390, Gregori, de Nazianz, sant, 330-390, Gregorios av Nazianzos, helgon, ca 330-390, Gregorius Nazianzenus helgen, biskop av Nazianz, Gregorio Nacianceno, Santo, Grzegorz z Nazjanzu (święty ; ok. 330-390), Grégoire de Nazianze saint, Gregorius Nazianzenus,  svetnik, Γρηγόριος Ναζιανζηνός, Gregorius, Nazianzus, Gregorius Nazianzenus, sanctus, Gregorijs, no Nazianzas, Svētais, ap 330-390, Řehoř, z Nazianzu, svatý, asi 329-asi 389, Γρηγόριος ο Ναζιανζηνός apie 329-apie 390 šventasis, Gregorio, De Nacianzo, Santo, ca. 329-ca. 389, Gregório, Nazianzeno, Santo, 329-ca 389, Gregório, de Nazianzo, Santo",0
https://viaf.org/viaf/108993357/,"Appianus, of Alexandria","Appien, 0095?-0160?, Ἀππιανός Ἀλεξανδρεύς, Apiāns, Aleksandrijas, Appianus, Apiano ca. 90-ca. 160, Appianus, of Alexandria, Appian of Alexandria",0
https://viaf.org/viaf/109213110/,"Lydus, Johannes Laurentius, 490-ca. 565","Jean de Lydie, 0490-0565?, Lydus, Johannes Laurentius, 490-approximately 565, Iohannes Lydus, Lydus, Johannes Laurentius, 490-ca. 565, Lydus, Joannes, Joannes Lydus, Johannes Lydus 490-559, Joannes, Lydus, 490-ca. 565, Lydus, Ioannes (490-około 565)., Ἰωάννης ὁ Λυδός, Jean, de Lydie, 490-environ 565, לידוס, Iohannes Lydus, sec. VI, Lydus, Ioannes (490- ok.565), Lydos, Johannes Laurentius, 490-ca 565, Lydus, Jean, ca 490-ca 565, Johannes Lydus, 490-asi 565, Lydus, I. 490-ок.565 Ioannes, Lydus, Johannes Laurentius 490-apie 565, Lydus, Johannes Laurentius, 490-ap 565, Lydus, Johannes Laurentius, Lydos, Ioannes",0
https://viaf.org/viaf/10970700/,"Servius, 4th cent.","Servius, Maurus Honoratus, 0363?-03.., Servius, active 4th century, Servius Honoratus, Maurus, Servius, Maurus Honoratus, Servius ca. 4./5. Jh., Servius, grammatico, sec. IV-V, Servius, Maurus Honoratus (3..-4..)., Servi, Servio, Mauro Honorato, Maurus Servius Honoratus, Servius, 4th cent., Servius, Servius fl. séc. IV, Servius Honoratus, Marius, fl. ca 400, Servio, s.4, Servius, activité 4e siècle, Servius Maurus, Servius Honoratus, Marius, Servius, činný 4. století",0
https://viaf.org/viaf/109786483/,"Ausonius, Decimus Magnus","Ausonius, Decimus Magnus, Ausone, 0310?-0395?, Ausonius, Decimus Magnus 310-395, Ausonius, Decimus Magnus, Burdigalensis, ca. 310-ca. 395, Ausonius, Decimus Magnus ca. 310-ca. 395 Burdigalensis, Ausonius, Decimus Magnus, c. 310-395, Ausonius, Decimus Magnus (około 310-około 395)., Ausoni, Dècim Magne, aproximadament 310-aproximadament 395, Ausonius, Decimus Magnus, ca 310-ca 395, Decimus Magnus Ausonius, Auzoniusz (ok. 310-ok. 395), Ausonio, Decio Magno, Ausônio., Ausonius, Decimus Magnus, 310-393, אוסוניוס, Ausonius, Decimus Magnus, 309-394, Ausonius, D. M. поэт ок.310-ок.394 Decimus Magnus",0
https://viaf.org/viaf/110155699/,"Andocides, ca. 440-ca. 390 B.C.","Andocides, approximately 440 B.C.-approximately 390 B.C., Andocides, Andocides Orator v440-v391, Andocides, ca. 440-ca. 390 v. Chr., Andocides ca. v440 - v391 Orator, Andocides (około 440-około 390 p.n.e.)., Ἀνδοκίδης, Andocide 0440?-0390? av. J.-C., Andòcides, aproximadament 440 aC-aproximadament 390 aC, Andocides ca. 440-ca. 390 A.C., Andokides, ca 440-ca 390 f.Kr., Andócides 440-390 a.C., Andocides, ca. 440-ca. 390 B.C., אנדוקידס, 440 לפנה""ס-390 לפנה""ס, Andokides, Andokidés, asi 440 př. Kr.-asi 392 př. Kr.",0
https://viaf.org/viaf/11095378/,"Arion, fl. 628-625 B.C","Arion fl. 628-625 B.C, Arion, active 628 B.C.-625 B.C.",0
https://viaf.org/viaf/111167713/,"Comnena, Anna, 1083-1148/53","Anne Comnène, 1083-1148?, Comnena, Anna, 1083-, Komnena, Anna, Άννα Κομνηνή Βυζαντινή ιστοριογράφος, κόρη του Αλεξίου Α' Κομνηνού, Anna, Comnena, 1083-1153, Anna Komnena (1083-około 1153)., Anna Comnè, 1083-1148, كومنينا، أنا، 1083-1148, Comnena, Anna, b. 1083, Anna Comnena 1083-1148, Komnena, Anna 1083-1153, Anna Komnena, 1083-ca 1153, Anna Comnena, 1083-c. 1148, Anna Comnena, קומננה, אנה, 1083-1153, Comneno, Ana, 1083-1153?, Anna Komnena (księżniczka bizantyjska ; 1083-ok. 1153), Anna, Comnena, 1083-1147, Comnena, Anna, Komnéné, Anna, 1085-1148, Anna Komnene, Anna Comnena 1083-ок.1153, Comnena, Anna, 1083-1148?, Anna Comnena, Porphyrogenita Cæsarissa, Comnène, Anne, 1083-1148?, Anna Komnena f. 1083",0
https://viaf.org/viaf/112159474239327662129,"Orphica. De terrae motibus
                           ",Orphica. De terrae motibus,0
https://viaf.org/viaf/11266492/,"Andronicus, of Rhodes","Andronicus ca. v70 Rhodius, Andronicus, of Rhodes, Ανδρόνικος, Andrónico de Rodas, Andronicus Rhodius ca. v70, Andronicus de Rhodes, Andronicus, Rhodius, 1e eeuw v. Chr.",0
https://viaf.org/viaf/117145542629396641883/,"Cleon, Curiensis, 4. Jh. v. Chr.","Cleon Curiensis v4. Jh., Cleó de Curium",0
https://viaf.org/viaf/1193145856997622920806/,"Manetho, Aegyptius v3. Jh. Priester, Historiker","Manetho Aegyptius v3. Jh. Priester, Historiker",0
https://viaf.org/viaf/120152370,Pseudo-Justinus,"Pseudo-Justinus, Pseudo-Iustinus., Justin, 02..-...., saint, auteur prétendu, Pseudo-Justin, Justinus, Martyr, Pseudo, Pseudo-Justinus Martyr, Pseudo-Justyn",0
https://viaf.org/viaf/120695413,Pamprepios,"Pamprepius Panopolitanus, d. 484 e.Kr., Pamprepios, Παμπρέπιος, Pamprepios, 0440-0484, Pamprepios (440-484)., Pamprepius Panopolitanus, sec. V, Pamprepius Panopolitanus -484, Pamprepius, 5e eeuw, Pamprepius, De Panopolis, Pamprepius",0
https://viaf.org/viaf/120699895/,"Leontius, Bishop of Neapolis, 7th cent.","Leontius Neapolitanus (5..-6..)., Leontius, Neapolitanus, 7e eeuw, Leontius, Bishop of Neapolis, active 7th century, Léonce de Néapolis 05..-06.., Leontius Neapolitanus, Leontius Neapolitanus biskop av Neapolis, Léonce, évêque de Néapolis, activité 7e siècle, Leontius Bishop of Neapolis 7th cent, Leontios z Neapole, biskup, asi 590-asi 650, Leontius, presbyter of Constantinople",0
https://viaf.org/viaf/122220717/,Hesiod,"Hesiodus, Hesiodus ca. v8./7. Jh., Hesíode, Hesiodus (około 700 p.n.e.)., Ἡσίοδος, Hezjod (ok. 700 p.n.e.), Hésiodos, činný 8. století př. Kr., Hesiod, Hēsiods, Hesíodo, 750-650 a.C., Hesíodo, Hesiodos",0
https://viaf.org/viaf/122363764/,"Zenobius, 2nd. cent.","Zenobius., Zenobius sec. II il Sofista, Zenobius, 01..-01.., Zenobius, active 2nd century, Зенобий, Zenobius Sophista ca. 2. Jh., Zenobius, Sophista, Zenobius 2nd cent",0
https://viaf.org/viaf/12310254/,"Iamblichus, ca. 250-ca. 330","Iamblichus, approximately 250-approximately 330, Jamblique, 0250?-0330?, Jamblique, Jamblichus, Chalcidensis, ca. 250-ca. 330, Jamblichus, de Chalcis, Iamblichus (około 250-około 330)., Iamblichus Chalcidensis, c. 250/75-330/35, Ἰάμβλιχος, Jamblichus, Iamblichos, d. ca 330 e.Kr., Jámblico, Iamblichus ca. 250-ca. 330, Jamblich (ok. 250-ok. 330), Jamblique, environ 250-environ 330, Jamblichus, of Chalcis, Iamblichus of Apamea, Iamblichus",0
https://viaf.org/viaf/12391352/,"Serenus, Antinoensis","Serenus, Antinoensis, Serenus Antinoensis, sec. IV, Serenus antinoensis, 0300?-0350?, Σερῆνος, Serenus Antinoensis ca. 4. Jh., Serenus Antinoensis (około 300-około 360)., Serenos, 300-talet?, Serenus",0
https://viaf.org/viaf/12440139/,"Metrodorus, of Lampsacus, 331 or 330-278 or 7 B.C.","Μητροδωρος Λαμψακηνος, Metrodorus, of Lampsacus, 331 B.C. or 330 B.C.-278 B.C. or 277 B.C., Métrodore l'Épicurien 0331?-0278? av. J.-C., Metrodorus of Lampsacus 331 or 330-278 or 7 B.C, Metrodorus 331 B.C. or 330 B.C.-278 B.C. or 277 B.C. of Lampsacus,, Metrodorus, Lampsacenus",0
https://viaf.org/viaf/12652822/,"Ister, Cyrenaeus, 3. Jh. v. Chr.","Istros von Kyrene ca. v300, Ister Cyrenaeus 3. Jh. v. Chr",0
https://viaf.org/viaf/12693341/,"Apollophanes, Stoicus, 3. Jh. v. Chr.","Apol·lòfanes d'Antioquia filòsof estoic de l'antiga Grècia, Apollophanes Stoicus 3. Jh. v. Chr, Apollophanes Stoicus v3. Jh.",0
https://viaf.org/viaf/12693356/,"Ararus, Comicus, um 376/373 v. Chr.","Araros, Ararus Comicus v376/373",0
https://viaf.org/viaf/12693373/,Archelaus Chersonensis 4./3. Jh. v. Chr,"Archelaus Chersonensis 4./3. Jh. v. Chr, Archelaus Chersonensis v4./3. Jh., Ἀρχέλαος",0
https://viaf.org/viaf/12693387,Autoclides Historicus v3. Jh.,"Autoclides Historicus v3. Jh., Autokleides",0
https://viaf.org/viaf/12693409/,Chaeremon Epigrammaticus,"Chaeremon Epigrammaticus 3. Jh. v. Chr, Chaeremon Epigrammaticus v3. Jh., Χαιρήμων",0
https://viaf.org/viaf/12693421/,"Clearchus, Comicus,  4. Jh. v. Chr.","Clearchus active 4th century B.C (Poet of Middle or New Comedy), Clearc d'Atenes, Clearchus Comicus 4. Jh. v. Chr, Clearchus Comicus v4. Jh.",0
https://viaf.org/viaf/12693432/,"Cleobulina, Lyrica, 6. Jh. v. Chr.","Κλεοβουλίνη, Cleobulina Lyrica 6. Jh. v. Chr, Cleobulina Lyrica v6. Jh.",0
https://viaf.org/viaf/12693445/,Cleitarchus,"Clitarchus, Clitarchus Gnomologus, Kleitarchos",0
"https://viaf.org/viaf/12693631
",Dieuchidas Megarensis 4. Jh. v. Chr.,Failed to fetch URL (status code: 404),0
https://viaf.org/viaf/12693649/,"Diogenes, Atheniensis, 5. Jh. v. Chr.","Diogènes, Diogenes Atheniensis 5. Jh. v. Chr, Diogenes Atheniensis v5. Jh., Diogenes, Atheniensis",0
https://viaf.org/viaf/12693654/,"Dionysius,  Sinopensis, 5./4. Jh. v. Chr.","Dionysius of Sinope 4th cent. B.C, Dionysius, of Sinope, active 4th century B.C.",0
https://viaf.org/viaf/12693696,"Diotimus, Adramyttenus, 3. Jh. v. Chr.","Diotimus Adramyttenus fl.3. Jh. v. Chr, Diotimus Adramyttenus ca. v3. Jh., Διότιμος",0
https://viaf.org/viaf/12693715,"Dosiadas, Cydonius, 4./3. Jh. v. Chr.","Dosiadas Cydonius ca. v4./3. Jh., Dosiades historiador grec",0
https://viaf.org/viaf/12693736/,"Eugenes, Epigrammaticus, d 3. Jh. v. Chr.","Eugenes Epigrammaticus 3. Jh. v. Chr, Εὐγενής, Eugenes Epigrammaticus v3. Jh.",0
https://viaf.org/viaf/12693829/,"Hedyle, Epigrammatica, 4./3. Jh. v. Chr.","Ἡδύλη, Hedyle Epigrammatica v4./3. Jh.",0
https://viaf.org/viaf/12693840/,"Hermesianax, Cyprius, ca. 1./2.Jh.n.Chr","Hermesianax Cyprius ca. 1./2. Jh., Hermesianax de Xipre",0
https://viaf.org/viaf/12693919/,Menestheus Medicus ca. 2.Jh.n.Chr,Menestheus Medicus ca. 2. Jh.,0
https://viaf.org/viaf/12693926/,"Menyllus, Historicus, Person der Antike","Menyllus Historicus, Mènil historiador grec",0
https://viaf.org/viaf/12693942/,"Minucianus, Rhetor 2. Jh. n. Chr.","Minucià el Vell, Minucianus Rhetor 2. Jh.",0
https://viaf.org/viaf/12693961/,"Nicomachus, Alexandrinus 3. Jh. v. Chr.","Νικόμαχος, Nicomachus Alexandrinus v3. Jh., Nicomachus Alexandrinus 3. Jh. v. Chr",0
https://viaf.org/viaf/12693990/,"Pelagius, Alchemista, 3. Jh. n. Chr.",Pelagius (Alchemist),0
https://viaf.org/viaf/12694017/,"Philinus, Agrigentus, 3. Jh. v. Chr",Philinus Agrigentinus v3. Jh.,0
https://viaf.org/viaf/12694029/,"Philo, Epigrammaticus, ca. 1.Jh.n.Chr","Φίλων, Philo Epigrammaticus ca. 1. Jh.",0
https://viaf.org/viaf/12694055/,Sosandrus Medicus ca. 2.Jh.n.Chr.,Sosandrus Medicus ca. 2. Jh.,0
https://viaf.org/viaf/12694064/,"Sositheus, Tragicus, 3 Jh. v Chr.","Sosíteos, Sositheus 3. Jh. v. Chr Tragicus, Sositheus Tragicus 3. Jh. v. Chr, Sositheus Tragicus v3. Jh., Sosithée, 02..-02.. av. J.-C., Sositheo",0
https://viaf.org/viaf/12694086,"Theotimus, Historicus, v2. Jh","Theotimus Historicus v2. Jh., Teòtim",0
https://viaf.org/viaf/12694093/,"Trophilus, Paradoxographus, 1. Jh. n. Chr.",Trophilus Paradoxographus 1. Jh.,0
https://viaf.org/viaf/12694135/,"Zopyrus Tragicus, 4./3. Jh. v. Chr","Zopyrus Tragicus 4./3. Jh. v. Chr, Zòpir, Zopyrus Tragicus v4./3. Jh.",0
https://viaf.org/viaf/127422611/,"Plato, Comicus, fl. 410-391 B.C.","Plato, Comicus, active 410 B.C.-391 B.C.",0
https://viaf.org/viaf/128587440/,Theano,"Théano 05..?-05..? av. J.-C., Théano, Téano, Theano Pythagorea (5..-4.. p.n.e.)., Theano Pythagorea ca. v6./5. Jh., ܬܝܐܢܘ, Theano, Pythagorea, Theano, 600-t. f.Kr.",0
https://viaf.org/viaf/130928510/,"Xenocrates, of Aphrodisias, 1st cent.","Xenocrates Aphrodisiensis ca. 1. Jh., Xénocrate d'Aphrodisias, 00..-...., زينوقراط من أفروديسياس طبيب إغريقي, Jenócrates de Afrodisia, Xenocrates Aphrodisiensis, sec. I., Xenocrates, of Aphrodisias, active 1st century, Xenocrates Aphrodisiensis, činný 1. století, Xenocrates, Aphrodisiensis",0
https://viaf.org/viaf/13120904/,"Aratus, Solensis","Aratus, Solensis, Aratus (około 315-około 240 p.n.e.)., Aratos från Soloi, ca 315-ca 240 f.Kr., Ἄρατος Σολεύς, Aratos z Soloj (ok. 315-ok. 240 p.n.e.), Aratus, Aratos.",0
https://viaf.org/viaf/131864982/,"Malchus, Philadelphensis","Malchus, Philadelphensis, Malchus, 04..?-05..?, Malchus, 5e eeuw, Μάλχος, Malchus Philadelphiensis ca. 5./6. Jh., Malchus, ملخوس،  الفيلسوف, Malkhos Philadelpheys",0
https://viaf.org/viaf/132649401/,Megasthenes,"Megasthène 03..-02.. av. J.-C., Μεγασθένης, Megasthenês, Megasthenes (ca 350-ca 290 a.C.), Megasthenīs (około 350-290 p.n.e.).",0
https://viaf.org/viaf/133146462556027771546/,Hymn to Aphrodite (Homeric hymn 6).,Hymn to Aphrodite (Homeric hymn 6). | Greek | (Olson),0
https://viaf.org/viaf/13557547/,"Diogenes, Sinopensis, v400-v323 ","Diogenes, -approximately 323 B.C., Διογένης ὁ Σινωπεύς, Diogène, -environ 323 av. J.-C, Diogenes, Sinopensis, ca. 400-ca. 324 v. Chr., Diogenes Sinopensis ( -około 323 p.n.e.)., ديوجينس السينوپى, Diogenes Sinopensis, 403-323 a.C., Diogenes, ap 404-ap 323 p.m.ē., Diogenes, Sinopensis, Diogenés ze Sinopy, asi 404 př. Kr.-323 př. Kr., Diogenes från Sinope, Diogenes d. ca. 323 B.C, Diogenes Cynicus, Diogenes, m. ca. 323 A.C., Diogenes (Ancient Greek philosopher, died ca. 323 BCE), Diogenes Sinopensis, pseud., Diogenes, the Cynic",0
https://viaf.org/viaf/13590360/,"Zacharias, Bishop of Mytilene, 5th/6th century","Zacharias, Bishop of Mytilene, ܙܟܪܝܐ ܡܠܝܠܐ fl. late 5th/early 6th cent.",0
https://viaf.org/viaf/13651211/,"Epiphanius, Saint, Bishop of Constantia in Cyprus, approximately 310-403","Épiphane de Salamine, 0315?-0403, saint, Epiphanius, Saint, Bishop of Constantia in Cyprus, approximately 310-403, Epiphanius Constantiensis 315-403, Epifaniusz z Salaminy (święty ; około 315-403)., Epiphane ca 315-403 saint, Epiphanius, van Salamis, ca. 315-403, Épiphane saint 0315 ?-0403, Epiphanius, s., vesc. di Costanza in Cipro, c. 315-403, Epiphanius, évêque de Salamine, Epifani, de Salamina, sant, aproximadament 315-403, Epifanio, Santo, Obispo de Constancia, Epiphanius helgen, biskop av Constantia, Epifaniusz z Salaminy (święty ; ok. 315-403), אפיפניוס מסלמיס בישוף נוצרי מהמאה ה-4, Epiphanius, helgon, ca 315-403, اپيفانيوس، القديس, Epiphanius, Saint, Bishop of Constantia in Cyprus, ca. 310-403, ܐܦܝܦܐܢܝܘܣ ܕܩܘܦܪܘܣ d. 403, Epiphanius Constantiensis,  svetnik, Épiphane, saint, évêque de Constantia, environ 310-403, Epifanius, svatý, asi 315-403, Epifânio, Santo, fl. 310- 403, Epifânio, Santo, Bispo de Constância na ilha de Chipre., Epiphanius, Epifanio, Epiphanius епископ Кипрский ок.315-403",0
https://viaf.org/viaf/137146462763727772841/,Hymn to Athena (Homeric hymn 28),Hymn to Athena (Homeric hymn 28),0
https://viaf.org/viaf/13753446,"Hermagoras, of Temnos, active 150 B.C","Hermagoras de Temnos , 01..-01.. av. J.-C., Hermàgores de Temnos, Hermagoras, van Temnos, Hermagoras (2 p.n.e.- )., Hermagoras Temnites",0
https://viaf.org/viaf/1377862/,"Eupolis, ca. 446-411 B.C.","Eupolis, 0446?-0411 av. J.-C., Eupolis 446-v410, Εὔπολις, Èupolis, aproximadament 446 aC-411 aC, Eupolis, Eupolis, ca. 446-411 av. J.-C., Eupolis (ok. 446-ok. 411 p.n.e.), Eupolis, ca  446-412 f.Kr.",0
https://viaf.org/viaf/143416392/,"Iuncus, Philosophus","Iuncus, 01..-01.., Ἰούνκος, Iuncus Philosophus ca. 2. Jh., Iuncus, Philosophus, Iuncus",0
https://viaf.org/viaf/14450656/,"Crates, Mallotes, 2nd cent. B.C.",Crates Thebanus (około 360-około 280 p.n.e.).,0
https://viaf.org/viaf/14482875,"Macarius, Magnes, active 403",Macaire de Magnésie 03..-04..,0
https://viaf.org/viaf/14580871/,"Philetaerus, 4th cent. B.C.","Fileter d'Atenes poeta còmic atenès, Philetaerus, active 4th century B.C., Philetaerus v4. Jh Comicus, Philetaerus Comicus v4. Jh.",0
https://viaf.org/viaf/146054053/,"Anaximenes, of Miletus","Ἀναξιμένης, Anaximenes, of Miletus, Anaximenés z Mílétu, asi 588 př. Kr.-asi 528 př. Kr., Anaximenes, de Mileto., Anaximenes, Milesius",0
https://viaf.org/viaf/14660104/,"Lentulus Gaetulicus, Cn. Cornelius, (Cneius Cornelius), d. 39 (attributed)","Gaetulicus, Gnaeus Cornelius Lentulus -39, Gnaeus Cornelius Lentulus Gaetulicus, Lentulus Gaetulicus, Cn. Cornelius (Cneius Cornelius) d. 39, Lentulus Gaetulicus, Cn. Cornelius (Cneius Cornelius), -39, Gaetulicus, Cn. Cornelius Lentulus",0
https://viaf.org/viaf/14661953/,"Simmias, of Rhodes, fl. 300 B.C.","Simias Rhodius ca. v300, Simmias de Rhodes, 03..-02.. av. J.-C., Simias 3e eeuw v.Chr Rhodius, Simias, Rhodius, 3e eeuw v. Chr., Simmias, of Rhodes, active 300 B.C., Simmias, Rhodius, Σιμίας Ῥόδιος, Symiasz z Rodos, Simmias från Rhodos, ca 300 f.Kr., Símmies, de Rodes, actiu aproximadament 300 aC, Simmias of Rhodes fl. 300 B.C, Símias de Rhodes, 300 a.C., Simmias.",0
https://viaf.org/viaf/147328746,"Dicaearchus, Messenius, 4th cent. B.C.","Dicaearchus, approximately 375 B.C.-",0
https://viaf.org/viaf/14775071/,"Photius I, Saint, Patriarch of Constantinople, ca. 820-ca. 891","Πατριάρχης Φώτιος, Photius I, Saint, Patriarch of Constantinople, approximately 820-approximately 891, Photius, ca. 815-ca. 897, Photius Ier 0820?-0895? patriarche de Constantinople, Photius, patriarca di Costantinopoli, c. 820-891, Focjusz (święty ; około 820-około 891)., Photius Constantinopolitanus 820-891, Foci, aproximadament 820-891, Photios, patriarche de Constantinople, saint, Fotios I, helgon, patriark av Konstantinopel, ca 820-ca 895, Focio, Patriarca de Constantinopla, Focjusz (święty ; ok. 820-ok. 891), Photius helgen, patriark av Konstantinopel, Photius I, Saint, Patriarch of Constantinople, ca. 820-ca. 891, Fótios, konstantinopolský patriarcha, asi 820-asi 891, Photius I, carigradski patrijarh, Photius, I, Santo, Patriarca de Constantinopla, ca. 820-ca.891",0
https://viaf.org/viaf/14779150/,"David, the Invincible","David, the Invincible, David, l'Invincible, David l'invincible 05..?-06..?, Dawit̕, Anyaġt̕, Dawit̕ Anyaġt̕, 05..?-06..?, Davitʹ, Anhaġtʹ, 6e eeuw, David Anacht ок.5-ок.6 вв., David, Dawit' Anyaġt' (4..-5..)., Դավիթ Անհաղթ, David (Philosophe arménien)",0
https://viaf.org/viaf/14780481/,"Damaskios, ca. 480-ca. 550","Damaskios, approximately 480-approximately 550, Damascius., Damaskios, ca. 480-ca. 550, Дамаский Диадох, ок. 480-550, Damascjusz (ok. 480-ok. 550)",0
https://viaf.org/viaf/1483698/,"Alketas, 319 B.C.","Ἀλκέτας, Alketas, -319 B.C., Alketas Feldherr, 319 v. Chr. -v319",0
https://viaf.org/viaf/14850802/,"Philostratus, b. ca. 220","Philostratus sophistes, 02..-03.., petit-fils de Philostrate de Lemnos, Philostratus, Junior, Filóstrato el Joven, Philostratus Lemnius (2..-3..)., Filòstrat el Jove sofista grec, Philostratus, approximately 220-, Philostratus, iunior, sec. III, Philostratus Iunior ca. 3. Jh., Filòstrat, aproximadament 220-, Philostratus : Lemnius",0
https://viaf.org/viaf/14869768/,"Synesius,  Alchemista, 4. Jh. n. Chr.","Synésius, Synesius Alchemista 4. Jh., Synesius Alchimista, Synesios",0
https://viaf.org/viaf/15126777/,"Marianus, Scholasticus um 566 n. Chr","Marianus Scholasticus fl.um 566 n. Chr, Marianus Scholasticus ca. 566, Μαριανóς Σχολαστικός",0
https://viaf.org/viaf/151477565/,"Isyllus, of Epidaurus",Isyllos griechischer Dichter,0
