DLL ID,Authorized Name,Variant Names,Latin,Text
A5243,"Faustus, of Riez","Faust, bisbe de Riez, aproximadament 408-aproximadament 490 | Fauste de Riez, 0410?-0495? | Faustus : Reiensis | Faustus (biskup Riez ; ok. 410-ok. 495) | Faustus (biskup Riez ; około 410-około 495). | Faustus of Riez | Faustus Reiensis | Faustus Reiensis 410-495 | Faustus Reiensis ок.410 - ок.495 | Faustus Rhegiensis | Faustus, évêque de Riez, saint | Faustus, of Riez | Faustus, of Riez, 5th cent | Faustus, of Riez, active 5th century | Faustus, Reiensis, ca. 410-ca. 490 | Faustus, s., vesc. di Riez, sec. V",1,"A5243 | Faustus, of Riez | Faust, bisbe de Riez, aproximadament 408-aproximadament 490 | Fauste de Riez, 0410?-0495? | Faustus : Reiensis | Faustus (biskup Riez ; ok. 410-ok. 495) | Faustus (biskup Riez ; około 410-około 495). | Faustus of Riez | Faustus Reiensis | Faustus Reiensis 410-495 | Faustus Reiensis ок.410 - ок.495 | Faustus Rhegiensis | Faustus, évêque de Riez, saint | Faustus, of Riez | Faustus, of Riez, 5th cent | Faustus, of Riez, active 5th century | Faustus, Reiensis, ca. 410-ca. 490 | Faustus, s., vesc. di Riez, sec. V | 1"
A5244,"Froumund, of Tegernsee","Fromond de Tegernsee 0960-1008? | Fromond de Tegernsee, 09..?-10..? | Froumund, van Tegernsee, 960-ca. 1008 | Froumundus Tegernseensis (ok. 960- ok.1008) | Froumundus Tegernseensis 960-1008 | Froumundus Tegernseensis, c.960-1006/1012 | Froumundus Tegernseensis (ok. 960- ok.1008) | Froumundus Tegernseensis, c.960-1006/1012 | Fromond de Tegernsee 0960-1008? | Fromond de Tegernsee, 09..?-10..? | Froumund, van Tegernsee, 960-ca. 1008 | Froumundus Tegernseensis 960-1008",1,"A5244 | Froumund, of Tegernsee | Fromond de Tegernsee 0960-1008? | Fromond de Tegernsee, 09..?-10..? | Froumund, van Tegernsee, 960-ca. 1008 | Froumundus Tegernseensis (ok. 960- ok.1008) | Froumundus Tegernseensis 960-1008 | Froumundus Tegernseensis, c.960-1006/1012 | Froumundus Tegernseensis (ok. 960- ok.1008) | Froumundus Tegernseensis, c.960-1006/1012 | Fromond de Tegernsee 0960-1008? | Fromond de Tegernsee, 09..?-10..? | Froumund, van Tegernsee, 960-ca. 1008 | Froumundus Tegernseensis 960-1008 | 1"
A5245,"Florence, of Worcester","Florence, of Worcester | Florence, of Worcester, -1118 | Florence, of Worcester, d. 1118 | Florent de Worcester, 10..-1118 | Florentius Wigorniensis -1118 | Florentius Wigorniensis, m. 1118 | Florentius, Wigorniensis, monachus | Worcester, Florence",1,"A5245 | Florence, of Worcester | Florence, of Worcester | Florence, of Worcester, -1118 | Florence, of Worcester, d. 1118 | Florent de Worcester, 10..-1118 | Florentius Wigorniensis -1118 | Florentius Wigorniensis, m. 1118 | Florentius, Wigorniensis, monachus | Worcester, Florence | 1"
A5246,"Chromatius, Saint","Chromace d'Aquilée | Chromace d'Aquilée 0335?-0407? saint | Chromacjusz (święty ; około 335-407). | Chromacjusz z Akwilei (święty ; 345-ok. 407) | Chromatius Aquileiensis -407 | Chromatius Aquileiensis helgen, biskop av Aquileia | Chromatius episcopus Aquileiensis | Chromatius Saint (θ. 407) | Chromatius, Aquileiensis, -ca. 406 | Chromatius, biskop av Aquileia | Chromatius, évêque d'Aquilée, saint | Chromatius, Saint | Chromatius, Saint, d. 407 | Chromatius, svatý, -asi 407 | Cromacio de Aquilea 340?-408?",1,"A5246 | Chromatius, Saint | Chromace d'Aquilée | Chromace d'Aquilée 0335?-0407? saint | Chromacjusz (święty ; około 335-407). | Chromacjusz z Akwilei (święty ; 345-ok. 407) | Chromatius Aquileiensis -407 | Chromatius Aquileiensis helgen, biskop av Aquileia | Chromatius episcopus Aquileiensis | Chromatius Saint (θ. 407) | Chromatius, Aquileiensis, -ca. 406 | Chromatius, biskop av Aquileia | Chromatius, évêque d'Aquilée, saint | Chromatius, Saint | Chromatius, Saint, d. 407 | Chromatius, svatý, -asi 407 | Cromacio de Aquilea 340?-408? | 1"
A5247,"Corippus, Flavius Cresconius","Coripo, Flavio Cresconio | Corippe, 0500-0568 | Corippus | Corippus, Flavius Cresconius (około 500-około 570). | Corippus, Flavius Cresconius (άκμ. 6ο αι. μ. Χ) | Corippus, Flavius Cresconius ca. 6. Jh. | Corippus, Flavius Cresconius, -asi 566 | Corippus, Flavius Cresconius, 6e eeuw | Corippus, Flavius Cresconius, f. 549 | Flavius Cresconius Corippus | Flawiusz Kreskoniusz Koryppus (ok. 500-570) | Gorippus poeta",1,"A5247 | Corippus, Flavius Cresconius | Coripo, Flavio Cresconio | Corippe, 0500-0568 | Corippus | Corippus, Flavius Cresconius (około 500-około 570). | Corippus, Flavius Cresconius (άκμ. 6ο αι. μ. Χ) | Corippus, Flavius Cresconius ca. 6. Jh. | Corippus, Flavius Cresconius, -asi 566 | Corippus, Flavius Cresconius, 6e eeuw | Corippus, Flavius Cresconius, f. 549 | Flavius Cresconius Corippus | Flawiusz Kreskoniusz Koryppus (ok. 500-570) | Gorippus poeta | 1"
A5248,Commodianus,Commodianus 3 w | Commodianus Gazeus | Commodianus. | Commodien de Gaza | Commodianus Gazeus | Commodianus 3 w | Commodien de Gaza | Commodianus.,1,A5248 | Commodianus | Commodianus 3 w | Commodianus Gazeus | Commodianus. | Commodien de Gaza | Commodianus Gazeus | Commodianus 3 w | Commodien de Gaza | Commodianus. | 1
A5249,"Felix I, Pope","Felix I | Felix I, Pope | Felix I. Papst -273 | Felix I., papež, asi 210-274 | Felix, I, Papst | Pope Felix I | Pous Felix I 26ste pous van die Rooms-Katolieke Kerk | Felix I, Pope | Felix I., papež, asi 210-274 | Felix I. Papst -273 | Pope Felix I | Felix, I, Papst | Felix I | Pous Felix I 26ste pous van die Rooms-Katolieke Kerk",1,"A5249 | Felix I, Pope | Felix I | Felix I, Pope | Felix I. Papst -273 | Felix I., papež, asi 210-274 | Felix, I, Papst | Pope Felix I | Pous Felix I 26ste pous van die Rooms-Katolieke Kerk | Felix I, Pope | Felix I., papež, asi 210-274 | Felix I. Papst -273 | Pope Felix I | Felix, I, Papst | Felix I | Pous Felix I 26ste pous van die Rooms-Katolieke Kerk | 1"
A5250,Frutolf,"Frutolf | Frutolf av Michelsberg | Frutolf of Michelsberg | Frutolf vom Michelsberg -1103 | Frutolf von Michelsberg deutscher Mönch und Chronist | Frutolf von Michelsberg, 10..-1103 | Frutolf, -1103 | Frutolfus Bambergensis | Frutolfus Bambergensis ( -1103). | Frutolfus Bambergensis, 1038?-1103 | Frutolfus of Michelsberg | Frutolfus, Bambergensis | Frutolfus, O.S.B., m. 1103",1,"A5250 | Frutolf | Frutolf | Frutolf av Michelsberg | Frutolf of Michelsberg | Frutolf vom Michelsberg -1103 | Frutolf von Michelsberg deutscher Mönch und Chronist | Frutolf von Michelsberg, 10..-1103 | Frutolf, -1103 | Frutolfus Bambergensis | Frutolfus Bambergensis ( -1103). | Frutolfus Bambergensis, 1038?-1103 | Frutolfus of Michelsberg | Frutolfus, Bambergensis | Frutolfus, O.S.B., m. 1103 | 1"
A5251,"Celestine I, Pope","Celestin I., papež, -432 | Célestin Ier pape | Célestin Ier pape 03..-0432? | Celestine I, Pope | Celestine I, Pope (Roman pope, saint, died 432) | Celestine I, Pope, -432 | Celestyn I (papież ; -432). | Coelestinus I m. 432 Papa | Cölestin I. Papst -432 | Pope Celestine I",1,"A5251 | Celestine I, Pope | Celestin I., papež, -432 | Célestin Ier pape | Célestin Ier pape 03..-0432? | Celestine I, Pope | Celestine I, Pope (Roman pope, saint, died 432) | Celestine I, Pope, -432 | Celestyn I (papież ; -432). | Coelestinus I m. 432 Papa | Cölestin I. Papst -432 | Pope Celestine I | 1"
A5252,"Evodius, Bishop of Uzalis","Evodius -424 Bishop of Uzalis | Evodius (około 360-około 426). | Evodius d'Uzali, 03..-042. | Evodius Uzaliensis 03..-042. | Evodius Uzalitanus -424 | Evodius, Bishop of Uzalis, -424 | Évodius, évêque d'Uzala, -424 | Ewodiusz (ok. 360-ok. 426)",1,"A5252 | Evodius, Bishop of Uzalis | Evodius -424 Bishop of Uzalis | Evodius (około 360-około 426). | Evodius d'Uzali, 03..-042. | Evodius Uzaliensis 03..-042. | Evodius Uzalitanus -424 | Evodius, Bishop of Uzalis, -424 | Évodius, évêque d'Uzala, -424 | Ewodiusz (ok. 360-ok. 426) | 1"
A5253,"Franco, of Liège","Franco de Leodio, m. 1083 | Franco Leodiensis -1083 | Franco, of Liège | Francon de Liège | Francon de Liège | Franco, of Liège | Franco Leodiensis -1083 | Franco de Leodio, m. 1083",1,"A5253 | Franco, of Liège | Franco de Leodio, m. 1083 | Franco Leodiensis -1083 | Franco, of Liège | Francon de Liège | Francon de Liège | Franco, of Liège | Franco Leodiensis -1083 | Franco de Leodio, m. 1083 | 1"
A5254,"Clarembald, of Arras","Clarembald of Arras | Clarembald, of Arras | Clarembald, of Arras, 12th cent. | Clarembald, of Arras, active 12th century | Clarembaldus  <prevosto di Arras> | Clarembaldus Atrebatensis | Clarembaldus Atrebatensis -1160 | Clarembaud d'Arras | Clarembaud d'Arras 11..-117 | Clarenbaldus, 12e eeuw",1,"A5254 | Clarembald, of Arras | Clarembald of Arras | Clarembald, of Arras | Clarembald, of Arras, 12th cent. | Clarembald, of Arras, active 12th century | Clarembaldus  <prevosto di Arras> | Clarembaldus Atrebatensis | Clarembaldus Atrebatensis -1160 | Clarembaud d'Arras | Clarembaud d'Arras 11..-117 | Clarenbaldus, 12e eeuw | 1"
A5255,Council of Constantinople (2nd : 553 : Constantinople),Concile de Constantinople (2e : 553 : Constantinople) | Concile de Constantinople 2 0553 | Concilio de Constantinopla 2º. 553 | Concilium constantinopolitanum (2 : 553) | Concilium Constantinopolitanum 2 | Katolická církev. Cařihradský koncil (2. : 553) | Kirkemøtet i Konstantinopel 553 | Sobór Konstantynopolitański (2 ; 553).,1,A5255 | Council of Constantinople (2nd : 553 : Constantinople) | Concile de Constantinople (2e : 553 : Constantinople) | Concile de Constantinople 2 0553 | Concilio de Constantinopla 2º. 553 | Concilium constantinopolitanum (2 : 553) | Concilium Constantinopolitanum 2 | Katolická církev. Cařihradský koncil (2. : 553) | Kirkemøtet i Konstantinopel 553 | Sobór Konstantynopolitański (2 ; 553). | 1
A5256,"Josephus, Flavius","Flavio Giuseppe, c. 37-c. 100 | Flavius Josèphe, 0038?-0100? | Flavius, Iosephus, c. 37-c. 100 | Flavius, Josephus | Flavius, Josephus apie 37–apie 100 | Flawiusz, Józef (ok. 37-103) | Iosephus Flavius | Iosephus Flavius (około 37-103). | Iosephus, Flavius | Iosephus, Flavius, c. 37-c. 100 | Josefo, Flavio | Josefo, Flávio, 37 ou 8-ca. 100 | Josefo, Flavio, 37-ca. 100 | Josefo, Flávio, ca 37-ca 100 | Josefos, Flavius | Josep Flavi, 38-100 | Josèphe, Flavius | Josephus | Josephus Flavius, 37-asi 100 | Josephus, Flavius | Josephus, Flavius -100 | Josephus, Flavius 37-100 | Josephus, Flavius, ap 37-ap 100 | Josephus, Flavius, c. 37-c. 100 | Josephus, Flavius, ca. 37-ca. 100 | Josephus, Flavius. | Yosef ben Matityahu / יוסף הכהן בן מתתיהו",1,"A5256 | Josephus, Flavius | Flavio Giuseppe, c. 37-c. 100 | Flavius Josèphe, 0038?-0100? | Flavius, Iosephus, c. 37-c. 100 | Flavius, Josephus | Flavius, Josephus apie 37–apie 100 | Flawiusz, Józef (ok. 37-103) | Iosephus Flavius | Iosephus Flavius (około 37-103). | Iosephus, Flavius | Iosephus, Flavius, c. 37-c. 100 | Josefo, Flavio | Josefo, Flávio, 37 ou 8-ca. 100 | Josefo, Flavio, 37-ca. 100 | Josefo, Flávio, ca 37-ca 100 | Josefos, Flavius | Josep Flavi, 38-100 | Josèphe, Flavius | Josephus | Josephus Flavius, 37-asi 100 | Josephus, Flavius | Josephus, Flavius -100 | Josephus, Flavius 37-100 | Josephus, Flavius, ap 37-ap 100 | Josephus, Flavius, c. 37-c. 100 | Josephus, Flavius, ca. 37-ca. 100 | Josephus, Flavius. | Yosef ben Matityahu / יוסף הכהן בן מתתיהו | 1"
A5257,"Gregory, Bishop of Tours, Saint","Georgius Florentius | Grégoire de Tours | Grégoire de Tours saint 0538-0594 | Grégoire de Tours, 0538-0594, saint | Grégoire Άγιος Επίσκοπος της Τουρ 538-594 | Grégoire, de Tours, saint, 538?-594 | Gregor Tours, Bischof, Heiliger 538-594 | Gregorius av Tours, helgon, ca 538-ca 594 | Gregorius Turonensis | Gregorius Turonensis 538-594 | Gregorius Turonensis helgen, biskop av Tours | Gregorius Turonensis, 539-594 | Gregorius Turonensis, s., vesc. di Tours, 538-594 | Gregorius, dýrlingur, biskup af Tours, 538-594 | Gregorius, s., vesc. di Tours, 538-594 | Gregorius, Saint, Bp. of Tours, 538-594 | Gregors, Tūras, 538-594 | Gregory of Tours | Gregory of Tours, Saint | Gregory, Bishop of Tours, Saint | Gregory, Saint, Bishop of Tours, 538-594 | Gregory,, Bishop of Tours, Saint, 538-594 | Grzegorz z Tours (święty ; 538-594). | Grzegorz z Tours 538-594) (św. ;",1,"A5257 | Gregory, Bishop of Tours, Saint | Georgius Florentius | Grégoire de Tours | Grégoire de Tours saint 0538-0594 | Grégoire de Tours, 0538-0594, saint | Grégoire Άγιος Επίσκοπος της Τουρ 538-594 | Grégoire, de Tours, saint, 538?-594 | Gregor Tours, Bischof, Heiliger 538-594 | Gregorius av Tours, helgon, ca 538-ca 594 | Gregorius Turonensis | Gregorius Turonensis 538-594 | Gregorius Turonensis helgen, biskop av Tours | Gregorius Turonensis, 539-594 | Gregorius Turonensis, s., vesc. di Tours, 538-594 | Gregorius, dýrlingur, biskup af Tours, 538-594 | Gregorius, s., vesc. di Tours, 538-594 | Gregorius, Saint, Bp. of Tours, 538-594 | Gregors, Tūras, 538-594 | Gregory of Tours | Gregory of Tours, Saint | Gregory, Bishop of Tours, Saint | Gregory, Saint, Bishop of Tours, 538-594 | Gregory,, Bishop of Tours, Saint, 538-594 | Grzegorz z Tours (święty ; 538-594). | Grzegorz z Tours 538-594) (św. ; | 1"
A5258,"Gregory VII, Pope","Grégoire VII, 1020?-1085, pape | Grégoire VII, pape | Gregor 7 pave | Gregorius VII, papa | Gregorius VII, påve, ca 1020-1085 | Gregors VII, pāvests, ap 1015-1085 | Gregory VII, Pope | Gregory VII, Pope, Saint | Grzegorz VII (papież ; ok. 1020-1085) | Grzegorz VII (papież ; około 1020-1085). | Pope Gregory VII",1,"A5258 | Gregory VII, Pope | Grégoire VII, 1020?-1085, pape | Grégoire VII, pape | Gregor 7 pave | Gregorius VII, papa | Gregorius VII, påve, ca 1020-1085 | Gregors VII, pāvests, ap 1015-1085 | Gregory VII, Pope | Gregory VII, Pope, Saint | Grzegorz VII (papież ; ok. 1020-1085) | Grzegorz VII (papież ; około 1020-1085). | Pope Gregory VII | 1"
A5259,"Gottschalk, of Limburg","Godescalcus Lintpurgensis | Gottschalk of Limburg | Gottschalk, of Limburg | Gottschalk, of Limburg, -1098 | Gottschalk, of Limburg, d. 1098 | Gottschalk of Limburg | Godescalcus Lintpurgensis | Gottschalk, of Limburg | Gottschalk, of Limburg, -1098 | Gottschalk, of Limburg, d. 1098",1,"A5259 | Gottschalk, of Limburg | Godescalcus Lintpurgensis | Gottschalk of Limburg | Gottschalk, of Limburg | Gottschalk, of Limburg, -1098 | Gottschalk, of Limburg, d. 1098 | Gottschalk of Limburg | Godescalcus Lintpurgensis | Gottschalk, of Limburg | Gottschalk, of Limburg, -1098 | Gottschalk, of Limburg, d. 1098 | 1"
A5260,"Sedulius, active 5th century","Caius Coelius Sedulius | Coelius Sedulius presbyter et poeta | Sedulio, Celio | Sedulius | Sedulius (4..-45.). | Sedulius Caelius 5.sc | Sedulius Caelius ca. 5. Jh. | Sedulius, 400-talet | Sedulius, active 5th century | Sedulius, activité 5e siècle. | Sedulius, Caelius | Sedulius, Caius Caelius, 5e eeuw | Sedulius, Caius Coelius | Sedulius, Caius Coelius, 04..-04.. | Sedulius, činný 425-450 | Sedulius, Coelius | Sedulius, Coelius, 4-- | Sedulius, Gaius Coelius",1,"A5260 | Sedulius, active 5th century | Caius Coelius Sedulius | Coelius Sedulius presbyter et poeta | Sedulio, Celio | Sedulius | Sedulius (4..-45.). | Sedulius Caelius 5.sc | Sedulius Caelius ca. 5. Jh. | Sedulius, 400-talet | Sedulius, active 5th century | Sedulius, activité 5e siècle. | Sedulius, Caelius | Sedulius, Caius Caelius, 5e eeuw | Sedulius, Caius Coelius | Sedulius, Caius Coelius, 04..-04.. | Sedulius, činný 425-450 | Sedulius, Coelius | Sedulius, Coelius, 4-- | Sedulius, Gaius Coelius | 1"
A5261,Claudianus Mamertus,"Claudiano  Mamerto | Claudianus ...-474 Mamertus | Claudianus Ecdicius Mamertus ( -około 474). | Claudianus Ecdidius Mamertus | Claudianus Mamertus (?-ok. 474) | Claudianus Mamertus, d. ca. 474 | Claudianus Mamertus, m. c. 474 | Claudianus, Mamertus, -474 | Mamert, Claudien 04..-0473? | Mamert, Claudien, ....-0474 | Mamertus 475c+",1,"A5261 | Claudianus Mamertus | Claudiano  Mamerto | Claudianus ...-474 Mamertus | Claudianus Ecdicius Mamertus ( -około 474). | Claudianus Ecdidius Mamertus | Claudianus Mamertus (?-ok. 474) | Claudianus Mamertus, d. ca. 474 | Claudianus Mamertus, m. c. 474 | Claudianus, Mamertus, -474 | Mamert, Claudien 04..-0473? | Mamert, Claudien, ....-0474 | Mamertus 475c+ | 1"
A5262,"Council of Paris (573 : Paris, France)","Council of Paris (573 : Paris, France) | Council of Parts (573 : Paris, France) | Colncil of Paris (573 : Paris, France) | Covncil of Paris (573 : Paris, France) | Council of Paris (573 : Pvris, France) | Council of caris (573 : Paris, France) | Council of Parls (573 : Paris, France) | Council of Paris (573 : Paris, France)",1,"A5262 | Council of Paris (573 : Paris, France) | Council of Paris (573 : Paris, France) | Council of Parts (573 : Paris, France) | Colncil of Paris (573 : Paris, France) | Covncil of Paris (573 : Paris, France) | Council of Paris (573 : Pvris, France) | Council of caris (573 : Paris, France) | Council of Parls (573 : Paris, France) | Council of Paris (573 : Paris, France) | 1"
A5263,"Cogitosus, Saint","Cogitosus hagiographus Hibernicus | Cogitosus, 06..?-06..?, saint | Cogitosus hagiographus Hibernicus | Cogitosus haviographqs Hibernicus | Cogiyosus hagiographus Hibernicus | Cogitofus hagiographus Hibernicus | Cogitosus hagiographas Hibernicuh | Cogitosus, 06..?-06..?, saint",1,"A5263 | Cogitosus, Saint | Cogitosus hagiographus Hibernicus | Cogitosus, 06..?-06..?, saint | Cogitosus hagiographus Hibernicus | Cogitosus haviographqs Hibernicus | Cogiyosus hagiographus Hibernicus | Cogitofus hagiographus Hibernicus | Cogitosus hagiographas Hibernicuh | Cogitosus, 06..?-06..?, saint | 1"
A5264,"Evagrius, Scholasticus","Évagre le Scolastique, 0536?-0600? | Evagrio di Epifania, c. 536-c. 600 | Evagrius Antiochensis | Evagrius of Antioch | Evagrius Scholasticus (około 532-około 594). | Evagrius Scholasticus ок.536-594 | Evagrius Scholasticus, 536(537)-600. | Evagrius, Scholasticus | Ewagriusz Scholastyk (ok. 532-ok. 594)",1,"A5264 | Evagrius, Scholasticus | Évagre le Scolastique, 0536?-0600? | Evagrio di Epifania, c. 536-c. 600 | Evagrius Antiochensis | Evagrius of Antioch | Evagrius Scholasticus (około 532-około 594). | Evagrius Scholasticus ок.536-594 | Evagrius Scholasticus, 536(537)-600. | Evagrius, Scholasticus | Ewagriusz Scholastyk (ok. 532-ok. 594) | 1"
A5265,"Faustinus, Saint","Faustin, 00..-0121?, saint | Saint Faustinus | Faustin, 00..-0121?, saint | Saint Faustinus | Faustim, 00..-0121?, saint | Faultin, 00..-0121?, saint | Fausdin, 00..-0121?, saint | Fmustin, 00..-0121?, smint",1,"A5265 | Faustinus, Saint | Faustin, 00..-0121?, saint | Saint Faustinus | Faustin, 00..-0121?, saint | Saint Faustinus | Faustim, 00..-0121?, saint | Faultin, 00..-0121?, saint | Fausdin, 00..-0121?, saint | Fmustin, 00..-0121?, smint | 1"
A5266,"Fredegis, of Tours","Fredegis, of Tours | Fredegis, of Tours, -824 | Fredegisus Turonensis | Fredegif, of Tours | Fredegis, of Tours, -824 | Fredegik, of Toues | Fredegisus Turonensis | Fredegis, of Tours",1,"A5266 | Fredegis, of Tours | Fredegis, of Tours | Fredegis, of Tours, -824 | Fredegisus Turonensis | Fredegif, of Tours | Fredegis, of Tours, -824 | Fredegik, of Toues | Fredegisus Turonensis | Fredegis, of Tours | 1"
A5267,Clemens Scotus,"Clemens Scottus | Clemens Scotus (około 796-około 838). | Clemens Scotus 796-838 | Clemens Scotus Lehrer an der Hofschule Karls d. Großen und Ludwigs d. Frommen; Ars grammatica | Clemens, Scottus | Clemens, Scotus, 9e eeuw | Clement Scotus | Clemens Scotus (około 796-około 838). | Clemens Scottus | Clement Scotus | Clemens Scotus Lehrer an der Hofschule Karls d. Großen und Ludwigs d. Frommen; Ars grammatica | Clemens Scotus 796-838 | Clemens, Scottus | Clemens, Scotus, 9e eeuw",1,"A5267 | Clemens Scotus | Clemens Scottus | Clemens Scotus (około 796-około 838). | Clemens Scotus 796-838 | Clemens Scotus Lehrer an der Hofschule Karls d. Großen und Ludwigs d. Frommen; Ars grammatica | Clemens, Scottus | Clemens, Scotus, 9e eeuw | Clement Scotus | Clemens Scotus (około 796-około 838). | Clemens Scottus | Clement Scotus | Clemens Scotus Lehrer an der Hofschule Karls d. Großen und Ludwigs d. Frommen; Ars grammatica | Clemens Scotus 796-838 | Clemens, Scottus | Clemens, Scotus, 9e eeuw | 1"
A5268,"Cornelius, Pope","Cornelius -253 Papst | Cornelius Papst -253 | Cornelius PP., s., m. 253 | Cornelius, Papst, 253,  (Cornelius, Pope) | Cornelius, paus, -253 | Cornelius, Pope | Cornelius, Pope, -253 | Kornelius, papež, -253 | Pope Cornelius",1,"A5268 | Cornelius, Pope | Cornelius -253 Papst | Cornelius Papst -253 | Cornelius PP., s., m. 253 | Cornelius, Papst, 253,  (Cornelius, Pope) | Cornelius, paus, -253 | Cornelius, Pope | Cornelius, Pope, -253 | Kornelius, papež, -253 | Pope Cornelius | 1"
A5269,"Florentius, Saint, of Orange","Florent d'Orange | Florentius, Saint, of Orange | Saint Florent | Saint qcorent | Saint Florent | Florentius, Saint, of Orange | Florent d'Orange | Saint Floaejt",1,"A5269 | Florentius, Saint, of Orange | Florent d'Orange | Florentius, Saint, of Orange | Saint Florent | Saint qcorent | Saint Florent | Florentius, Saint, of Orange | Florent d'Orange | Saint Floaejt | 1"
A5270,"Christianus, Stabulensis","Christian de Stavelot (?-ca 880) | Christian de Stavelot 08..-0880 ? | Christian of Stavelot | Christian, de Stavelot | Christianus Stabulensis | Christianus Stabulensis -880 | Christianus Stabulensis, 800-talet | Christianus Stabulensis, m. 880",1,"A5270 | Christianus, Stabulensis | Christian de Stavelot (?-ca 880) | Christian de Stavelot 08..-0880 ? | Christian of Stavelot | Christian, de Stavelot | Christianus Stabulensis | Christianus Stabulensis -880 | Christianus Stabulensis, 800-talet | Christianus Stabulensis, m. 880 | 1"
A5271,Council of Constantinople (1st : 381 : Constantinople),Concilio de Constantinopla 1º. 381 | Concilium Constantinopolitanum | Council of Constantinople (1st : 381 : Constantinople) | First Council of Constantinople | Council of Constantinople (1st : 381 : Constantinople) | First Council of Constantinople | Concilio de Constantinopla 1º. 381 | Concilium Constantinopolitanum,1,A5271 | Council of Constantinople (1st : 381 : Constantinople) | Concilio de Constantinopla 1º. 381 | Concilium Constantinopolitanum | Council of Constantinople (1st : 381 : Constantinople) | First Council of Constantinople | Council of Constantinople (1st : 381 : Constantinople) | First Council of Constantinople | Concilio de Constantinopla 1º. 381 | Concilium Constantinopolitanum | 1
A5272,"Ferreolus, of Uzès","Ferreolus Ucetensis episcopus | Ferreolus Ucetiensis | Ferreolus, of Uzès | Ferreolus, of Uzès | Ferreolus Ucetensis episcopus | Ferreolus Ucetiensis | Ferreilus, of Uzès | Ferreogus, of Uzèh",1,"A5272 | Ferreolus, of Uzès | Ferreolus Ucetensis episcopus | Ferreolus Ucetiensis | Ferreolus, of Uzès | Ferreolus, of Uzès | Ferreolus Ucetensis episcopus | Ferreolus Ucetiensis | Ferreilus, of Uzès | Ferreogus, of Uzèh | 1"
A5273,"Columban, Saint","Colomban saint 0540?-0615 | Colomban, 054.?-0615, saint | Colomban, saint, 543-615 | Columba helgen 542-615 | Columbán | Columban, Saint | Columbano 543-615 Santo | Columbanus Bobiensis missionarius Hibernicus sanctus | Columbanus Luxoviensis et Bobiensis | Columbanus Sanctus 543-615 | Columbanus, ca. 550-615 | Columbanus, helgon, ca 543-615 | Columbanus, saint | Kolumban (święty ; około 561-615). | Kolumban Młodszy (święty ; ok. 540-615) | Kolumbán z Luxeuilu a Bobbia, svatý, asi 542-615 | Saint Columban",1,"A5273 | Columban, Saint | Colomban saint 0540?-0615 | Colomban, 054.?-0615, saint | Colomban, saint, 543-615 | Columba helgen 542-615 | Columbán | Columban, Saint | Columbano 543-615 Santo | Columbanus Bobiensis missionarius Hibernicus sanctus | Columbanus Luxoviensis et Bobiensis | Columbanus Sanctus 543-615 | Columbanus, ca. 550-615 | Columbanus, helgon, ca 543-615 | Columbanus, saint | Kolumban (święty ; około 561-615). | Kolumban Młodszy (święty ; ok. 540-615) | Kolumbán z Luxeuilu a Bobbia, svatý, asi 542-615 | Saint Columban | 1"
A5274,"Evagrius, Ponticus","Évagre le Pontique, 0346-0399 | Évagre, le Pontique, 345?-399 | Evagri Pòntic, 346-399 | Evagrio 345?-399? Póntico | Evagrio del Ponto | Evagrio, Póntico, 345?-399? | Evagrius Ponticus (około 345-399). | Evagrius Ponticus монах богослов ок.345-ок.399 | Evagrius Ponticus, 346-399 | Evagrius Ponticus, c. 346-399 | Evagrius Ponticus, umbes 345-399. | Evagrius, 345?-399 | Evagrius, Ponticus, 345?-399 | Evagrius, Ponticus, ca. 345-399 | Ewagriusz z Pontu (345-399)",1,"A5274 | Evagrius, Ponticus | Évagre le Pontique, 0346-0399 | Évagre, le Pontique, 345?-399 | Evagri Pòntic, 346-399 | Evagrio 345?-399? Póntico | Evagrio del Ponto | Evagrio, Póntico, 345?-399? | Evagrius Ponticus (około 345-399). | Evagrius Ponticus монах богослов ок.345-ок.399 | Evagrius Ponticus, 346-399 | Evagrius Ponticus, c. 346-399 | Evagrius Ponticus, umbes 345-399. | Evagrius, 345?-399 | Evagrius, Ponticus, 345?-399 | Evagrius, Ponticus, ca. 345-399 | Ewagriusz z Pontu (345-399) | 1"
A5275,"Clotaire I, King of the Franks","Chlotar I. Fränkisches Reich, König 497-561 | Chlotarius I | Chlothar I | Clotaire 497-561 re dei Franchi I | Clotaire I, King of the Franks | Clotaire I, King of the Franks, approximately 497-561 | Clotaire Ier | Clotaire Ier, 0497?-0561, roi des Francs",1,"A5275 | Clotaire I, King of the Franks | Chlotar I. Fränkisches Reich, König 497-561 | Chlotarius I | Chlothar I | Clotaire 497-561 re dei Franchi I | Clotaire I, King of the Franks | Clotaire I, King of the Franks, approximately 497-561 | Clotaire Ier | Clotaire Ier, 0497?-0561, roi des Francs | 1"
