DLL Identifier,Authorized Name,Short Name,Author Name English,Author Name Latin,Author Name Native Language,BNE URL,BNF URL,DNB URL,ICCU URL,ISNI URL,Other Alternative Name Form(s),Perseus Name,Wikidata URL
A5504,"Patrizi Piccolomini, Agostino",,Augustinus Picolomineus,Augustinus Patricius Piccolomineus,Agostino Patrizi Piccolomini,,Patrizi Piccolomini Agostino 14..-1496,Augustinus Patricius 1436-1496,,"Patrizi, Agostino",,,
A5499,"Avitus, Saint, Bishop of Vienne",,Avitus of Vienne,Alcimus Ecdicius Avitus Viennensis,Avit de Vienne,,Avit saint 0450-0518?,,"Avitus , Alcimus Ecdicius","Avit 450?-518 sant, bisbe de Viena",,"Avitus, Saint, Bishop of Vienne",
A5498,"Balderich, of Florennes",,Balderic of Florennes,Baldericus Trevirensis,,,Baudri de Trèves 11..?-1157?,,,Baldericus ca 1107-ca 1157,,,
A5506,"Baudry, of Bourgueil, Archbishop of Dol, 1046-1130",,Baldric of Dol,Baldericus Burgulianus,Baudri de Bourgueil,,Baudri de Bourgueil 1045?-1130,Balderich von Bourgueil 1046-1130,Baldricus,Baudri,,,
A5503,Benedictus Canonicus,,,Benedictus Canonicus,,,,Benedictus Canonicus,,,,,
A5502,"Eulogius, of Córdoba, Saint",,Saint Eulogius,Eulogius Cordobensis,Eulogio de Córdoba,"Eulogio de Córdoba, Santo",Euloge saint 0810?-0859,,,Eulogio de Córdoba Santo,,,
A5511,"Facundus, of Hermiane",,Facundus of Hermiane,Facundus Hermianensis,,,Facundus 05..?-0571?,Facundus Hermianensis -571,Facundus : Hermianensis,Facundus ca. gest. ca. 571 Hermianensis,,"Facundus, of Hermiane, active 546-571",
A5509,"Felix II, Antipope",,Antipope Felix II,Felix II,,,,"Felix II., Gegenpapst Papst -365",,,,,
A5512,"Frechulf, Bishop of Lisieux",,Freculf of Lisieux,Freculphus Lexoviensis,,Fréculfe de Lisieux,Fréculfe de Lisieux 08..?-08..?,,,Freculphus Lexoviensis 800-t,,,
A5532,Protadius Vesuntinus,,Protadius of Besançon,Protadius Vesuntinus,,,,Protadius Vesuntinus ca. um 614/24,,,,Protadius Vesuntinus ca. um 614/24,
A5513,"Ildephonsus, Saint",,Saint Ildefons of Toledo,Ildefonsus Toletanus,,"Ildefonso, Santo",Ildefonse de Tolède saint 0607?-0667,Ildephonsus Toletanus 607-669,,Ildefonsus ca.607-667 Toletanus,,,
A5515,"Verecundus, Bishop of Junca",,Verecundus of Junca,Verecundus Iuncensis,,,,Verecundus Iuncensis -552,,Verecundus Iuncensis 05..-0552?,,,
A5516,"Notker, Balbulus, approximately 840-912",,Notker the Stammerer,Notcerus Balbulus,Notcerus Balbulus,"Notker, Balbulus ca. 840-912",,Notker Balbulus 840-912,,Notker Balbulus,,"Notker, Balbulus, ca. 840-912",
A5521,"Odo, Saint, Abbot of Cluny",,Saint Odo,Odo Cluniacensis,Odon de Cluny,,Odon de Cluny saint 0879?-0942,Odo Cluniacensis 879-942,Odo : di Cluny,"Odo approximately 879-942 Saint, Abbot of Cluny",,"Odo Saint, Abbot of Cluny ca. 879-942",
A5529,Ordericus Vitalis,,Orderic Vitalis,Ordericus Vitalis,Ordericus Vitalis,,Orderic Vital 1075-1142?,Ordericus Vitalis 1075-1142,,Orderic Vital 1075-1143?,,,
A5517,"Osbern, Claudianus",,Osbern of Gloucester,Osbernus Glocestriensis,Osbern Pinnock,,,,,Osbernus fl.1148,,,
A5514,"Morena, Otto",,Otto Morena,Otto Laudensis,,,Morena Othon 1100?-1161?,"Morena, Otto 1100-1161",,"Morena, Otto 1100-1161",,,
A5519,"Hervet, Gentian",,,Hervetus Gentianus,Gentien Hervet,"Hervet, Gentian 1499-1584",Hervet Gentien 1499-1584,"Hervet, Gentian 1499-1584",,"Hervet, Gentian 1499-1584 sac",,,
A5527,Jordanes,,Jordanes,Iordanes Gotus,Jordanes,Jordanes s. VI,Jordanes,Iordanes Gotus ca. 6. Jh.,Iordanes : Gothus,,,"Jordanes, 6th cent.",
A5524,"Firmicus Maternus, Julius",,Julius Firmicus Maternus,Iulius Firmicus Maternus,Julius Firmicus Maternus,"Fírmico Materno, Julio",Firmicus Maternus Julius,"Firmicus Maternus, Iulius ca. 335/350",,"Firmicus Maternus, Iulius 4. stol",,"Firmicus Maternus, Julius.,  sec. IV",
A5523,"Nalgod, of Cluny",,,Nalgoldus Cluniacensis,,,Nalgodus Cluniacensis,Nalgoldus Cluniacensis ca. um 1090/99,,,,,
A5520,"Nicetius, of Trier",,"Nicetius, Bishop of Trier",Nicetius Trevirensis,Saint Nizier,,,Nicetius Treverensis -565,,,,Nicetius Trevirensis Episcopus,
A5528,"Wireker, Nigellus",,Nigel of Longchamps,,Nigellus de Longo Campo,"Wireker, Nigellus",Nigellus Wireker 1130?-1200?,Nigellus de Longo Campo 1130-1200,,Nigellus de Longchamps ок.1130-ок.1200,,"Wireker, Nigellus ca. 1130-ca. 1200",
A5525,"Notger, bishop of Liège",,Notker of Liège,Notker Leodinensis,,,Notker de Liège 09..-1008,Notker Leodinensis -1008,,Notger von Lüttich Bischof zu Lüttich,,,
A5518,"Optatus, Saint, Bishop of Mileve",,"Ottato, Bishop of Mileve",Optatus Milevitanus,Optatus Milevitanus,,,Optatus Milevitanus ca. 4. Jh.,,"Veghel, Optatus von",,"Optatus, Saint, Bishop of Mileve, active 4th century (Optatus Milvetanus)",
A5526,"Hosius, of Córdoba",,Hosius of Córdoba,Hosius Cordubensis,Osius Cordubensis,,,Hosius Cordubensis 256-357,,Hosius 256-357 Cordubensis,,,
A5522,"Ovid, 43 B.C.-17 A.D. or 18 A.D.",Ovid,Ovid,Publius Ovidius Naso,Publius Ovidius Naso,,Ovide 0043 av. J.-C.-0017,"Ovidius Naso, Publius ca. v43 - 18","Ovidius Naso , Publius","Ovidius Naso, Publius 43 a.C.-17/18 d.C.",,"Ovid, 43 B.C.-17 or 18 A.D.",
A5530,"Papias, Saint, Bishop of Hierapolis",,Saint Papias,Papias Hierapolitanus,,,,Papias Hierapolitanus ca. 1./2. Jh.,,Pàpies de Hieràpolis,,,
A5531,"Radulphus, Ardens",,Radulfus Ardens,Radulfus Ardens,Radulfus Ardens,,,Radulfus Ardens ca. 1. Hälfte d. 12. Jh.-1200,,Radulfus Ardens,,,
A5541,"Ulrich, of Bamberg",,Ulrich of Bamberg,Udalricus Bambergensis,Udalrichs of Bamberg,,,Udalricus Bambergensis -1127,,,,,
A5539,"Wilhelm, von Hirsau, Abbot of Hirsau",,William of Hirsau,Guilelmus Hirsaugiensis,Wilhelm von Hirsau,,Guillaume d'Hirschau 1026?-1091,Guilelmus Hirsaugiensis -1091,,Wilhelm von Hirsau Benediktiner-Abt und Klosterreformer,,,
A5542,"William, of Conches, 1080-approximately 1150",,William of Conches,Guilelmus de Conchis,Guillaume de Conches,Guillaume de Conches,Guillaume de Conches 1080?-1154?,Guilelmus de Conchis 1080-1154,Guilelmus : de Conchis,William 1080-ca. 1150 of Conches,,,
A5536,"Wolfhere, of Hildesheim",,,Wolfherius Hildesheimensis,Wolfhere von Hildesheim,,,Wolfherius Hildesheimensis ca. 11. Jh.,,,,,
A5533,"Patrick, Saint",,Saint Patrick,Patricius Hibernicus,"Padraigh, Naomh",,,Patricius Bischof ca. 5 Jh.,,Patrice saint,,"Patrick, Saint, 373?-463?",
A5534,"Mallius, Petrus",,,Petrus Mallius,,,,,,"Mallius, Petrus",,,
A5537,"Pliny, the Elder",,Pliny the Elder,Gaius Plinius Secundus,,,Pline l'Ancien 0023-0079,"Plinius Secundus, Gaius 23-79","Plinius Secundus , Gaius",Plinius ca 23-79 d.ä,,Pliny the Elder,
A5535,"Possidius, Saint",,Possidius,Possidius Calamensis,,,,Possidius Calamensis -437,,Possidius -ca437 van Calama,,,
A5557,"Vida, Marco Girolamo",,Marcus Hieronymus Vida,Marcus Hieronymus Vida Cremonensis,Marco Girolamo Vida,,Vida Marco Girolamo 1485-1566,"Vida, Marco Girolamo 1485-1566","Vida , Marco Girolamo","Vida, Marco Girolamo",,"Vida, Girolamo, 1485-1566",
A5540,"Vitalis, Blesensis",,Vitalis of Blois,Vitalis Blesensis,,Vital de Blois,Vital de Blois,,,Vitalis fl. 1160-1175 Blesensis,,,
A5538,"Walram, Bishop of Naumburg",,Walrams of Naumberg,Walramus Naumburgensis,Walrams of Naumberg,,Waltram de Nauenbourg 10..-1111,Walramus Naumburgensis 1090-1111,,Walramus 1090-1111 Naumburgensis,,,
A5545,Quintilian,,Quintilian,Marcus Fabius Quintilianus,Marcus Fabius Quintilianus,,Quintilien 0030?-0100?,"Quintilianus, Marcus Fabius 35-100",,Quintilien 0030?-0100?,,Quintilian,
A5550,"Avienus, Rufius Festus",,Avienus,Rufius Festus Avienus,Postumius Rufius Festus Avienus,"Avieno, Rufo Festo",Avienus Rufus Festus 0305?-0375?,"Avienus, Rufius Festus 305-375",,"Avienus, Rufius Festus 305-375",,"Avienus, Rufius Festus",
A5543,Sallust,Sallust,Sallust,Gaius Sallustius Crispus,,Pseudo Salustio,Salluste 0086-0035 av. J.-C.,"Sallustius Crispus, Gaius v86-v34",,"Sallustius, Gaius Crispus 86 př. Kr.-35 př. Kr",,"Sallust, 86-34 B.C.",
A5544,Sulpicia,,Sulpicia,Sulpicia,Sulpicia,,Sulpicia (00..-01..? ; poétesse),"Sulpicia, Caleni Uxor",,Sulpicia,"Sulpicia, Caleni uxor",Sulpicia,
A5551,"Adso, Abbot of Montier-en-Der, -992",,Adso of Montier-en-Der,Adso Dervensis,Adso de Montier-en-Der,,Adson de Montier-en-Der 0930?-0992,,,Adso Dervensis ca 930-ca 992,,"Adso Dervensis, c. 910-992",
A5548,"Pico della Mirandola, Giovanni",,John Mirandola,Ioannes Picus Mirandula,Giovanni Pico della Mirandola,"Pico della Mirandola, Giovanni 1463-1494",Pic de la Mirandole Jean 1463-1494,"Pico della Mirandola, Giovanni 1463-1494","Pico della Mirandola , Giovanni",Ioannes Picus Mirandula,,"Pico della Mirandola, Giovanni, 1463-1494",
A5556,"Gauss, Carl Friedrich",,Carl Friedrich Gauss,Carolus Fridericus Gauss,Johann Carl Friedrich Gauß,"Gauß, Carl Friedrich 1777-1855",Gauss Carl Friedrich 1777-1855,"Gauß, Carl Friedrich 1777-1855",,"Gauß, Carl Friedrich",,,
A5546,"Withof, Johann Philipp Lorenz",,Johann Philipp Lorenz Withof,Ioannes Philippus Laurentius Withofius,,,,"Withof, Johann Philipp Lorenz 1725-1789",,"Johann Philipp Lorenz Withof deutscher Literaturwissenschaftler, Professor für Geschichte, Beredsamkeit und Moral",,,
A5554,"Bracciolini, Poggio",,Poggio Bracciolini,Ioannes Franciscus Poggius Bracciolinus,Gian Francesco Poggio Bracciolini,,Pogge Le 1380-1459,"Poggio Bracciolini, Gian Francesco 1380-1459","Bracciolini , Poggio","Pogge, Le 1380-1459",,"Bracciolini, Poggio, 1380-1459",
A5549,"Cotta, Giovanni",,Giovanni Cotta,Ioannes Cotta,Giovanni Cotta,"Cotta, Giovanni 1480-1510",Cotta Giovanni 1480-1510,"Cotta, Giovanni 1480-1510",,"Cotta, Joannes",,"Cotta, Giovanni, 1482-1510",
A5547,"Vico, Giambattista",,,Iohannes Baptista Vicus,Giambattista Vico,"Vico, Giambattista 1668-1744",Vico Giambattista 1668-1744,"Vico, Giambattista 1668-1744","Vico , Giambattista","Vico, Giambattista ca. Anderslt. Lebensdaten 1669-1743",,"Vico, Giambattista, 1688-1744",
A5555,"Patrizi, Francesco",,Francis Patrice,Franciscus Patricius,Francesco Patrizi da Cherso,,Franciscus Patricius 1529-1597,"Patrizi, Francesco 1529-1597","Patrizi , Francesco","Patrizi, Francesco",,,
A5565,"Manilius, Marcus",,,"Marcus Manilius, Manilius",Marcus Manilius,"Manilio, Marco",Manilius Marcus 00.. av. J.-C.-00..,,,"Manilius, Marcus ca år 0",,"Manilius, Marcus",
A5568,"Augustine, of Ireland",,Augustine of Ireland,Augustinus Hibernicus,,,,Augustinus Hibernicus ca. um 665,,,,,
A5577,Maximus Victorinus,,Maximus Victorinus,Maximus Victorinus/Metrorius Maximus,,Maximus Victorinus,,Maximus Victorinus 4. Jh.,,Maximus Victorinus 03..?-03..? grammairien,,,
A5575,"Guigo I, Prior of the Grande Chartreuse, 1083?-1136",,Guigo of Grande Chartreuse,Guigo Carthusiensis,"Guigues I, prieur de Chartreuse",,Guigues Ier prieur de Chartreuse 1083?-1136,Guigo de Castro 1083-1136,Guigo : de Castro Novo,Guigues du Chastel,,,
A5571,"Andrew, of Crete, Saint",,Saint Andrew of Crete,Saint Andreas Hierosolymitanus,Saint Andreas Krētēs,,André de Crète saint 0660?-0740?,Andreas Cretensis 660-740,Andreas : Cretensis,Andrzej z Krety ca 660-740) (św. ;,,,
A5576,"Caesarius, of Heisterbach, approximately 1180-approximately 1240",,Ceasarius of Heisterbach,Caesarius de Heisterbach,Caesarius von Heisterbach,,Césaire de Heisterbach 118.?-124.?,Caesarius Heisterbacensis 1180-1240,,"Caesarius, of Heisterbach ca. 1180-ca. 1240",,,
A5572,"Guilelmus Peraldus, approximately 1190-1271",,William of Peraldus,Guilelmus Peraldus,Guillaume Perault,,Guillaume Perault 1200?-1271,Guilelmus Peraldus -1271,,Guillaume Perault 1200?-1271,,,
A5573,"Faustinus, Presbyter",,"Faustinus, Presbyter",Faustinus Luciferianus,,,Faustin 03..-03..,Faustinus Luciferianus ca. 4. Jh.,,Faustin 03..-03.,,"Faustinus, Presbyter, active 4th century",
A5570,Atilius Fortunatianus,,,,,,,,,Atilius Fortunatianus 05..-05. poète,,Atilius Fortunatianus,
A5574,"Thomas, Gallus, -1246",,Thomas Gallus of Vercelli,Thomas Gallus,Thomas de Saint-Victor,,Thomas Gallus 11..-1246,Thomas Vercellensis -1246,,Thomas Gallus 11..-1246,,,
A5589,"Philargyrius, Junius",,,Iunius Filargirius,,,,,,,,Philargyrius,
A5587,"Hugh, of Saint-Victor, 1096?-1141",,Hugh of Saint Victor,Hugo de Sancto Victore,,Hugo de Sancto Victore 1096?-1141,Hugues de Saint-Victor 1096?-1141,Hugo de Sancto Victore 1096-1141,Hugo : de Sancto Victore,Hugues de Saint-Victor 1096?-1141,,"Hugh, of Saint-Victor, 1096?-1141",
A5584,"Buridan, Jean, 1300-1358",,John Buridan,Joannes Buridanus,Jean Buridan,,Buridan Jean 1300?-1358,Johannes Buridanus 1300-1358,,,,,
A5581,"Hutten, Ulrich von, 1488-1523",,Sir Ulrich Hutten,Huldericus Hutenus,Ulrich von Hutten,"Hutten, Ulrich von 1488-1523",Hutten Ulrich von 1488-1523,"Hutten, Ulrich von 1488-1523","Hutten , Ulrich : von","Hutten, Ulrich von",,,
A5579,"Oecolampadius, Johann, 1482-1531",,,Joannes Oecolampadius,Johann Hussgen,,Oekolampad Johannes 1482-1531,"Ökolampadius, Johannes 1482-1531",,"Oecolampade, Johannes 1482-1531",,,
A5585,"John XXI, Pope, -1277",,Peter of Spain,Petrus Hispanus,Pedro Hispano,"Juan XXI, Papa m. 1277",Jean XXI pape 1220?-1277,Johannes XXI. Papst 1210-1277,,,,,
A5582,"Zwingli, Ulrich, 1484-1531",,Ulrich Zwingli,Huldricus Zwinglius,Huldrych Zwingli,,Zwingli Ulrich 1484-1531,"Zwingli, Ulrich 1484-1531","Zwingli , Ulrich","Zwingli, Huldrych 1484-1531",,,
A5559,"Campion, Thomas",,Thomas Campion,Thomas Campianus,Thomas Campion,"Campion, Thomas 1567-1620",Campion Thomas 1567-1620,"Campion, Thomas 1567-1620",,"Campion, Thomas",,"Campion, Thomas, 1567-1620",
A5561,Gannius,,,Gannius,,,,,,,,Gannius,
A5564,Hostius,,,Hostius,,,,,,Hostius,,Hostius,
A5562,"Laurea, Tullius",,,Tullius Laurea,Marcus Tullius Laurea,,,,,,,"Laurea, Tullius, 1st cent. B.C.",
A5560,"Lutatius Catulus, Q. (Quintus), 150 B.C.-87 B.C.",,,Quintus Lutatius Catulus,Quintus Lutatius Catulus,,,"Lutatius Catulus, Quintus -v87",,"Lutatius Catulus, Q. 150 B.C.-87 B.C.",,"Lutatius Catulus, Q. (Quintus), 150 B.C.-87 B.C.",
A5566,"Macer, Aemilius",,,Aemilius Macer,Aemilius Macer,,,,,,,"Macer, Aemilius, d. 16 B.C.",
A5563,"Clodius, Ser. (Serius)",,Serius Claudius,Servius Clodius,Serius Clodius,,,,,,,"Clodius, Ser. (Serius), d. ca. 60 B.C.",
A5567,Volumnius,,,Volumnius,Publius Eutrapelus Volumnius,,,,,Volumnius,,Volumnius,
A5569,Consentius (Grammarian),,Consentius (Grammarian),Consentius Gallus,,"Consencio, Publio",,Consentius Grammaticus 475,Consentius,Consentius,,Consentius (Grammarian),
A5586,"Caracalla, Emperor of Rome",,,Marcus Aurelius Severus Antoninus Augustus,Lucius Septimius Bassianus,,Caracalla empereur romain 0186-0217,Caracalla Kaiser von Rom 188-217,,Caracalla 188-217 Kaiser von Rom,,,
A5583,"Severus, Lucius Septimius, Emperor of Rome",,Septimius Severus,Lucius Septimius Severus,,,Septime Sévère empereur romain 0146-0211,"Septimius Severus Römisches Reich, Kaiser 146-211",,"Severus, Lucius Septimius, 146-211 romersk kejsare,",,"Severus, Lucius Septimius, Emperor of Rome 146-211",
A5592,"Palladius, Bishop of Ratiaria",,"Palladius, Bishop of Ratiaria",Palladius Ratiarensis,,,Palladius Ratiarensis 030.-038.,,,Palladius active 4th century Bishop of Ratiaria,,,
A5580,Paulus dux Galliae,,,Paulus Dux Galliae,,,,Paulus Dux Galliae ca. 7. Jh.,,,,,
A5578,"Gregory XIII, Pope, 1502-1585",,Gregory XIII,Gregorius XIII,Ugo Boncompagni,,,,,,,"Gregory XIII, Pope, 1502-1585",
A5617,"Hume, David, 1560?-1630?",,David Hume,,David Hume of Godscroft,,Hume David 1558?-163.?,"Hume, David 1560-1630",,"Hume, David 1558-ca.1630 of Godscroft",,,
A5616,"Kerckmeister, Johannes, active 1466-1485",,,,Johannes Kerckmeister,,,"Kerckmeister, Johannes ca. 1485-ca. 1500",,"Kerckmeister, Johannes ca. 1485-ca. 1500",,,
A5594,"Vel, Caspar Ursinus, 1493-1538",,,Caspar Ursinus Velius,,,,"Velius, Caspar Ursinus 1493-1539",,"Velius, Caspar Ursinus",,,
A5595,"Barclay, John, 1582-1621",,,Ioannes Barclaius,,,Barclay Jean 1582-1621,"Barclay, John 1582-1621",,"Barclay, J:ohn 1582-1621",,"Barclay, John, 1582-1621",
A5596,"Cardano, Girolamo, 1501-1576",,,Hieronymus Cardanus,,"Cardano, Girolamo ca. 1501-1576",Cardano Gerolamo 1501-1576,"Cardano, Girolamo 1501-1576","Cardano , Girolamo","Кардано, Д 1501-1576",,,
A5597,"Della Rena, Andrea, 1478-1517",,,Andreas Ammonius,Andrea Della Rena,,,"Della Rena, Andrea 1478-1517",,"Della Rena, Andrea",,,
A5606,"Fracastoro, Girólamo, 1478-1553",,,Hieronymus Fracastorius,Girólamo Fracastoro,,Fracastoro Girolamo 1478-1553,"Fracastoro, Girolamo 1478-1553","Fracastoro , Girolamo","Fracastoro, Girólamo 1478-1553",,,
A5608,"Bonfini, Antonio, 1427-1502",,,Antonius Bonfinius,Antonio Bonfini,,Bonfini Antonio 1427-1503,"Bonfini, Antonio 1427-1502",,"Bonfini, Marco Antonio 1427-1503",,,
A5613,"Burmeister, Joannes, 1576-1638",,,Ioannes‏ Burmeisterus,Johann Burmeister,,,"Burmeister, Johann 1576-1638",,"Burmeister, Joannes 1576-1638",,,
A5612,"Carmeliano, Pietro, 1451-1527",,Peter Carmelian,Petrus Carmelianus,Pietro Carmeliano,,,,,"Carmeliano, Pietro 1451-1527",,,
A5615,"Lee, Edward, 1482?-1544",,Edward Lee Archbishop of York,,,,Lee Edward 1482 ? - 1544,"Lee, Edward 1482-1544",,"Lee, Edward",,,
A5614,"Castiglione, Baldassarre, conte, 1478-1529",,,,Baldassare Castiglione,"Castiglione, Baldassarre, conte 1478-1529",Castiglione Baldassare 1478-1529,"Castiglione, Baldassare 1478-1529","Castiglione , Baldassarre","Castiglione, Baldassarre 1478-1529 grāfs",,"Castiglione, Baldassarre,  conte, 1478-1529",
A5603,"Gessner, Conrad, 1516-1565",,Conrad Gessner,Conradus Gesnerus,,"Gesner, Conrad 1516-1565",Gesner Conrad 1516-1565,"Gessner, Conrad 1516-1565",,Conradus Gesnerus,,,
A5601,"Linné, Carl von, 1707-1778",,Carl Linnaeus,Carolus Linnaeus,,"Linné, Carl von 1707-1778",Linné Carl von 1707-1778,"Linné, Carl von 1707-1778","Linné , Karl : af","Linné, Carl von 1707-1778",,"Linnaeus, Carolus, 1707-1778",
A5599,"Alexander, Magister, active 1210-1230",,,Alexander Magister,Alexandre (atelier),,,,,,,,
A5605,"Alexander, of Canterbury, active 1120",,,,,,,,,,,,
A5604,"Horne, Andrew, -1328",,Andrew Horne,,,,,"Horne, Andrew",,"Horne, Andrew -1328",,,
A5602,"Jacobi, C. G. J. (Carl Gustav Jakob), 1804-1851",,Carl Gustav Jacob Jacobi,Carolus Gustavus Iacobus Iacobi,,,Jacobi Carl Gustav Jacob 1804-1851,"Jacobi, Carl Gustav Jacob 1804-1851",,"Jacobi, C. G. J. 1804-1851",,,
A5600,"Budé, Guillaume, 1468-1540",,,Guilielmus Budaeus,Guillaume Budé,,Budé Guillaume 1468-1540,"Budé, Guillaume 1468-1540","Budé , Guillaume","Budé, Guillaume",,,
A5598,"Acosta, José de, 1540-1600",,,Iosephus‏ Acosta,José de Acosta,"Acosta, José de 1539-1600",,"Acosta, José de 1539-1600",,"Acosta, Jose de",,,
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",,Cuthbert,Cuthbertus,,,,Cuthbert von Lindisfarne ca. ca. 635-687,,Cuthbertus ca634-687 Lindisfarnenses,,,
A5607,"Bembo, Pietro, 1470-1547",,,Petrus Bembus,Pietro Bembo,"Bembo, Pietro 1470-1547",,"Bembo, Pietro 1470-1547","Bembo , Pietro","Bembo, Pietro 1470-1547",,"Bembo, Pietro 1470-1547",
A5611,"Bissel, Johann, 1601-1682",,,Johannes Bisselius,Johannes Bissel,"Bissel, Johannes 1601-1682",Bissel Johannes 1601-1682,"Bissel, Johannes 1601-1682",,"Johannes Bisselius deutscher Jesuit, Historiker und neulateinischer Dichter",,,
A5609,"Edward, King of England, approximately 1003-1066",,,Aedwardus,Edward the Confessor,,,,,"Edward approximately 1003-1066 King of England,",,,
A5618,"Lazzarelli, Ludovico, 1450-1500",,,Ludovicus Lazarellus,Lodovico Lazzarelli,,Lazzarelli Ludovico 1450-1500,"Lazarellus, Ludovicus 1450-1500","Lazzarelli , Lodovico","Lazzarelli, Lodovico 1450-ca 1500",,,
A5620,"Schottennius, Hermannus",,,Hermannus Schottennius,Hermann Schottenius,,Schottennius Hermann 15..-15..,"Schottenius, Hermann -1527",,"Schottennius, Hermann 15..-15.",,,
A5622,"Wilson, Thomas, 1525?-1581",,,,Thomas Wilson,,Wilson Thomas 1525?-1581,"Wilson, Thomas 1525-1581",,"Wilson, Thomas 1525?-1581",,,
A5625,"Colet, John, 1467?-1519",,John Colet,Johannes Colet,,"Colet, John",Colet John 1467?-1519,"Colet, John 1467-1519",,"Colet, John",,,
A5633,"Colton, John, 1404",,John Colton,,,,Colton John 13..-1404,"Colton, John 1382-1404",,"Colton, John 13..-1404",,,
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",,John Cutcliffe,Johannes de Rupescissa,Jean de Roquetaillade,,,,,,,,
A5626,"Forest, John, -1446",,John Forest,,,,Forest 13..-14.. compositeur,"Forest, John 1365-1446",,Forest 13..-14. compositeur,,,
A5624,"Phreas, John, -1465",,John Free,Joannes Phræa,John Fre,,,,,,,,
A5621,"Puteanus, Erycius, 1574-1646",,,Erycius Puteanus,,"Puteanus, Erycius 1574-1646",Puteanus Erycius 1574-1646,"Puteanus, Erycius 1574-1646",,"Puteanus, Erycius 1574-1646",,,
A5619,"Sapidus, Johannes, 1490-1561",,,,Jean Witz,,Sapidus Johannes 1490-1561,"Sapidus, Johannes 1490-1561",,"Sapidus, Johann 1490-1561",,,
A5630,"Wimpheling, Jakob, 1450-1528",,,Jacobus Wimpfelingus,Jakob Wimpfeling,,Wimpfeling Jakob 1450-1528,"Wimpfeling, Jakob 1450-1528",,"Wimpheling, Jakob 1450-1528",,,
A5631,"Bonus, Petrus, active 1323-1330",,,Petrus Bonus,Pietro Antonio Boni,,,"Bonus, Petrus ca. 14. Jh.",,"Bonus, Petrus active 1323-1330",,,
A5634,"John, of Fornsete, -1239",,John of Fornsete,,,,,,,John zemř. 1239 of Fornsete,,,
A5632,"John, of Gaddesden, 1280?-1361",,John Gaddesden,Johannes Anglicus,,,Gaddesden John of 1280?-1361,Johannes de Gadesden 1280-1361,,Johannes ca. 1280 - 1361 de Gadesden,,,
A5654,"Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",,,,,,,,,,,,
A5655,"Schneider, Engelbert, 1857-1892",,,,,,,,,,,,
A5649,"Lehnerdt, Maximilian 1861-1945?",,,,,,,,,,,,
A5650,"Webb, Clement Charles Julian, 1865-1954",,,,,,,,,,,,
A5635,"Carbo Arvina, C. Papirius, -82 B.C.",,,Gaius Papirius Carbo Arvina,,,,,,,,,
A5639,"Hilarianus, Quintus Julius",,,,,,,,,,,,
A5637,Vitruvius Rufus,,,,,,,,,,,,
A5645,Vinidarius,,,,,,,,,,,,
A5640,"Placitus, Sextus, Papyriensis",,,,,,,,,,,,
A5638,"Giarratano, Caesar, 1880-",,,,,,,,,,,,
A5636,"Hercher, Rudolf, 1821-1878",,,,,,,,,,,,
A5641,"Ihm, Max, 1863-1909",,,Maximilianus Ihm,,,,,,,,,
A5642,"Kübler, Bernhard, 1859-1940",,,,,,Kübler Bernhard 1859-1940,"Kübler, Bernhard 1859-1940",,Bernhard Kübler,,,
A5644,"Lehnert, Georg, 1871-",,,,,,,,,,,,
