URL,Name
http://viaf.org/viaf/20069235/,Eccelus Philosophus v3./2. Jh.
http://viaf.org/viaf/20069257/,"Ephraem, Chersonensis"
http://viaf.org/viaf/20069430,"Magnus, Medicus 4. Jh. n. Chr."
http://viaf.org/viaf/20069448,Magnus Archiatrus 2. Jh.
http://viaf.org/viaf/20069469/,"Menecrates, Tiberius Claudius"
http://viaf.org/viaf/20069578/,"Philippus Medicus 2. Jh.
                           "
http://viaf.org/viaf/20069578/,"Philippus Medicus 2. Jh.
                           "
http://viaf.org/viaf/20069584/,Philonides Dyrrachinus 1. Jh.
http://viaf.org/viaf/20069584/,Philonides Dyrrachinus 1. Jh.
http://viaf.org/viaf/20069668/,Severus Medicus 
http://viaf.org/viaf/20069668/,Severus Medicus 
http://viaf.org/viaf/20069668/,Severus Medicus 
http://viaf.org/viaf/20069668/,Severus Medicus 
http://viaf.org/viaf/20069725/,Theodotus Iudaeus ca. 1.Jh.v.Chr.
http://viaf.org/viaf/20069804,Zeno Medicus v2. Jh
http://viaf.org/viaf/201033539/,Apocalypsis Sophoniae‏
http://viaf.org/viaf/202077757/,"Titus, of Bostra, Bishop of Bostra, active approximately 362-378"
http://viaf.org/viaf/203307801,Dissoi logoi
http://viaf.org/viaf/203734715/,Acta Justini et Septem Sodalium
http://viaf.org/viaf/20485304/,"Phileas, Saint, Bishop of Thmuis, -306
                           "
http://viaf.org/viaf/2062421/,Antiochus Ascalonius v120-v68
http://viaf.org/viaf/207289758,"Hermarchus, of Mytilene"
http://viaf.org/viaf/208711830/,Hesiodus ca. v8./7. Jh. | Aegimius
http://viaf.org/viaf/212905522/,Acta Scillitanorum Martyrum
http://viaf.org/viaf/213115918/,"Physiologus Graecus
                           "
http://viaf.org/viaf/213115918/,"Physiologus Graecus
                           "
http://viaf.org/viaf/213115918/,"Physiologus Graecus
                           "
http://viaf.org/viaf/213115918/,"Physiologus Graecus
                           "
http://viaf.org/viaf/213401559/,"Ptolemy, the Gnostic, active 2nd century"
http://viaf.org/viaf/217030559,Martyrium Ptolemaei et Lucii 
http://viaf.org/viaf/217035861/,Socraticorum Epistulae
http://viaf.org/viaf/217035861/,Socratis Epistulae
http://viaf.org/viaf/217068686/,Evangelium Ebionitum
http://viaf.org/viaf/219971275/,Hippiatrica
http://viaf.org/viaf/219971275/,Hippiatrica
http://viaf.org/viaf/219971275/,Hippiatrica
http://viaf.org/viaf/219971275/,Hippiatrica
http://viaf.org/viaf/219971275/,Hippiatrica
http://viaf.org/viaf/219971275/,Hippiatrica
http://viaf.org/viaf/219971275/,Hippiatrica
http://viaf.org/viaf/219971275/,Hippiatrica
http://viaf.org/viaf/219971275/,Hippiatrica
http://viaf.org/viaf/219971275/,Hippiatrica
http://viaf.org/viaf/222416649/,"Simon, Magus, active 1st century
                           "
http://viaf.org/viaf/22527937,Dionysius Scymnaeus Person der Antike;
http://viaf.org/viaf/22527959,Dorieus Poeta
http://viaf.org/viaf/22528058,Heraclides Milesius 1./2. Jh.
http://viaf.org/viaf/22528058,Heraclides Milesius 1./2. Jh.
http://viaf.org/viaf/22528070/,Hypsicrates Amisenus v2. Jh. / 1. Jh.
http://viaf.org/viaf/22528101/,Magnus Ephesius 1./2. Jh.
http://viaf.org/viaf/22528101/,Magnus Ephesius 1./2. Jh.
http://viaf.org/viaf/22528252/,Perigenes Medicus
http://viaf.org/viaf/22528494,Xenophon Medicus v300
http://viaf.org/viaf/22528494,Xenophon Medicus v300
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/2437490/,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386"
http://viaf.org/viaf/24945851,Quadratus Atheniensis -124
http://viaf.org/viaf/24990054/,"Aphrodas Medicus ca. 1.Jh.n.Chr.
                           "
http://viaf.org/viaf/24990096/,Apollonius Pergamenus 1. Jh.
http://viaf.org/viaf/24990134/,"Artemidorus Capito 2. Jh.
                           "
http://viaf.org/viaf/24990201,Creophylus Samius v5. Jh.
http://viaf.org/viaf/24990217,Anonymus Paradoxographus
http://viaf.org/viaf/24990446,Euschemus Medicus ca. 2.Jh.n.Chr
http://viaf.org/viaf/24990467,Habron Phrygius 1. Jh.
http://viaf.org/viaf/24990498/,Hygienus Medicus 1./2. Jh.
http://viaf.org/viaf/24990825,Ripalus Medicus ca. 2.Jh.n.Chr.
http://viaf.org/viaf/250850834/,"Xenarchus (Of Seleucia), 75 B.C.-18 A.D"
http://viaf.org/viaf/25395398/,Septem Sapientes
http://viaf.org/viaf/25395398/,Septem Sapientes
http://viaf.org/viaf/25395398/,Septem Sapientes
http://viaf.org/viaf/25395398/,Septem Sapientes
http://viaf.org/viaf/25395398/,Septem Sapientes
http://viaf.org/viaf/26126432/,"Peter, of Alexandria, Saint, d. 311"
http://viaf.org/viaf/26126432/,"Peter, of Alexandria, Saint, d. 311"
http://viaf.org/viaf/26128054,"Artemidorus, active 100 B.C.
                           "
http://viaf.org/viaf/261466777/,Diocles (Mathematician)
http://viaf.org/viaf/261471855,"Mithridates VI Eupator, King of Pontus, approximately 132 B.C.-63 B.C"
http://viaf.org/viaf/261471855,"Mithridates VI Eupator, King of Pontus, approximately 132 B.C.-63 B.C"
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
